Village_ID,Village_Name,District,State,Year,MGNREGA_Workers,Skill_Dev_Participants,Avg_Daily_Wage_INR,Unemployment_Rate_Pct,Irrigated_Area_Hectares,Crop_Yield_MT_per_Hec,Fertilizer_Usage_Tons,Tractor_Availability,Primary_Schools,School_Dropout_Rate_Pct,Primary_Health_Centres,Clean_Water_Access_Pct,Electrification_Pct,Internet_Penetration_Pct,Paved_Roads_KM,Bank_Branches
10378,Aligarh_Village_3,Aligarh,Uttar Pradesh,2023,179,11,302,6.5,138,3.59,85,5,1,20.6,0,78.5,67.3,43.2,6.4,0
10378,Aligarh_Village_3,Aligarh,Uttar Pradesh,2024,204,37,318,4.0,452,2.29,16,14,0,5.4,1,79.0,86.5,52.7,7.3,2
10378,Aligarh_Village_3,Aligarh,Uttar Pradesh,2025,144,11,299,7.6,525,3.91,50,3,3,18.8,0,72.7,79.2,49.5,11.8,2
10379,Aligarh_Village_4,Aligarh,Uttar Pradesh,2022,164,28,208,9.3,176,4.48,19,3,3,23.9,1,46.3,75.9,27.2,12.6,0
10379,Aligarh_Village_4,Aligarh,Uttar Pradesh,2023,292,15,226,14.2,609,2.46,71,2,2,14.9,1,50.7,72.2,28.4,7.8,1
10379,Aligarh_Village_4,Aligarh,Uttar Pradesh,2024,213,13,368,12.4,616,3.18,74,7,3,11.6,1,80.5,55.2,47.7,10.7,1
10379,Aligarh_Village_4,Aligarh,Uttar Pradesh,2025,85,16,357,5.1,239,2.04,21,13,0,15.7,0,39.3,58.0,69.9,12.4,2
10380,Aligarh_Village_5,Aligarh,Uttar Pradesh,2022,75,39,207,12.9,351,2.8,37,14,1,23.4,1,69.2,87.1,48.3,7.0,2
10380,Aligarh_Village_5,Aligarh,Uttar Pradesh,2023,92,8,250,6.0,768,2.87,67,2,2,8.1,0,47.9,97.9,41.5,3.0,0
10380,Aligarh_Village_5,Aligarh,Uttar Pradesh,2024,76,32,354,4.5,416,3.49,65,6,3,9.6,0,76.4,66.0,39.1,3.9,1
10380,Aligarh_Village_5,Aligarh,Uttar Pradesh,2025,118,17,294,12.1,519,2.72,27,12,3,8.9,0,50.2,83.6,28.6,13.0,0
10381,Aligarh_Village_6,Aligarh,Uttar Pradesh,2022,197,27,306,14.7,174,2.49,74,8,1,21.9,0,52.6,64.7,20.4,18.6,0
10381,Aligarh_Village_6,Aligarh,Uttar Pradesh,2023,60,23,223,5.0,128,3.48,66,8,1,6.2,0,78.2,75.4,25.3,10.0,1
10381,Aligarh_Village_6,Aligarh,Uttar Pradesh,2024,123,28,296,12.2,140,4.53,59,2,3,14.5,1,81.3,60.7,51.4,11.2,0
10381,Aligarh_Village_6,Aligarh,Uttar Pradesh,2025,153,20,297,12.3,640,2.66,96,6,3,7.5,1,51.6,92.3,74.0,2.7,1
10382,Aligarh_Village_7,Aligarh,Uttar Pradesh,2022,87,37,281,5.7,591,3.53,90,12,0,22.7,0,52.6,74.8,25.8,19.1,1
10382,Aligarh_Village_7,Aligarh,Uttar Pradesh,2023,183,16,324,7.1,199,3.22,54,3,1,10.3,1,63.2,67.3,55.7,17.4,0
10382,Aligarh_Village_7,Aligarh,Uttar Pradesh,2024,249,38,374,11.4,419,2.11,71,9,1,21.6,0,71.2,86.9,38.5,10.8,0
10382,Aligarh_Village_7,Aligarh,Uttar Pradesh,2025,72,11,297,11.8,669,3.65,74,3,1,0.8,1,83.5,82.0,76.2,17.9,0
10383,Aligarh_Village_8,Aligarh,Uttar Pradesh,2022,96,15,313,8.2,749,3.63,64,1,0,9.8,1,31.4,69.4,19.7,9.9,0
10383,Aligarh_Village_8,Aligarh,Uttar Pradesh,2023,139,35,277,5.8,622,3.44,47,13,1,12.6,1,39.9,78.1,36.3,10.2,1
10383,Aligarh_Village_8,Aligarh,Uttar Pradesh,2024,95,33,372,10.5,288,2.11,13,9,0,7.1,1,45.5,100.0,29.5,14.3,0
10383,Aligarh_Village_8,Aligarh,Uttar Pradesh,2025,156,17,263,10.7,549,4.51,24,13,2,15.2,0,50.4,60.8,39.3,7.8,2
10384,Aligarh_Village_9,Aligarh,Uttar Pradesh,2022,189,35,323,9.8,193,1.62,30,8,2,21.3,0,31.8,94.4,15.3,17.9,0
10384,Aligarh_Village_9,Aligarh,Uttar Pradesh,2023,267,6,300,5.6,280,2.36,30,12,0,17.5,0,88.2,58.6,21.5,5.8,0
10384,Aligarh_Village_9,Aligarh,Uttar Pradesh,2024,190,19,299,12.6,420,3.65,60,13,2,21.4,1,45.7,64.9,53.4,19.3,2
10384,Aligarh_Village_9,Aligarh,Uttar Pradesh,2025,153,15,291,10.1,382,2.6,95,2,1,9.6,1,43.4,100.0,67.2,18.7,0
10385,Aligarh_Village_10,Aligarh,Uttar Pradesh,2022,239,38,307,13.6,490,1.81,87,10,1,24.6,1,58.3,88.9,14.1,8.2,2
10385,Aligarh_Village_10,Aligarh,Uttar Pradesh,2023,259,8,234,13.9,420,3.19,44,14,0,6.0,0,89.5,69.4,27.1,13.9,2
10385,Aligarh_Village_10,Aligarh,Uttar Pradesh,2024,266,15,266,12.2,669,3.97,13,10,3,18.9,0,93.9,74.4,38.1,10.9,1
10385,Aligarh_Village_10,Aligarh,Uttar Pradesh,2025,274,33,374,13.4,124,3.18,41,3,1,1.3,1,79.6,71.9,74.8,12.5,2
10386,Aligarh_Village_11,Aligarh,Uttar Pradesh,2022,160,6,235,14.5,359,3.6,21,7,3,15.6,1,40.7,60.8,39.9,5.1,2
10386,Aligarh_Village_11,Aligarh,Uttar Pradesh,2023,153,20,347,10.6,596,4.23,63,6,3,13.2,1,33.2,55.4,21.4,15.5,0
10386,Aligarh_Village_11,Aligarh,Uttar Pradesh,2024,109,17,293,11.3,312,4.68,39,8,3,19.1,0,56.1,56.6,40.5,11.2,2
10386,Aligarh_Village_11,Aligarh,Uttar Pradesh,2025,220,21,251,10.6,214,2.65,18,10,2,14.5,1,46.5,81.6,63.8,3.9,0
10387,Aligarh_Village_12,Aligarh,Uttar Pradesh,2022,253,25,319,11.0,551,3.32,28,13,2,13.8,1,75.3,75.4,58.9,16.4,0
10387,Aligarh_Village_12,Aligarh,Uttar Pradesh,2023,285,23,236,4.3,799,2.45,89,5,0,21.4,0,91.1,89.1,52.9,18.2,0
10387,Aligarh_Village_12,Aligarh,Uttar Pradesh,2024,149,11,275,7.4,747,4.41,39,5,2,19.7,1,41.0,59.6,31.1,2.1,0
10387,Aligarh_Village_12,Aligarh,Uttar Pradesh,2025,289,12,354,4.4,589,4.62,74,2,3,1.0,0,62.8,82.2,69.0,16.5,0
10388,Aligarh_Village_13,Aligarh,Uttar Pradesh,2022,117,17,245,7.7,701,2.47,54,6,3,22.4,1,84.1,94.4,10.2,12.2,0
10388,Aligarh_Village_13,Aligarh,Uttar Pradesh,2023,182,6,242,4.8,627,3.59,32,12,2,14.0,1,76.7,93.4,40.1,2.9,0
10388,Aligarh_Village_13,Aligarh,Uttar Pradesh,2024,169,15,316,13.4,758,4.46,85,12,2,18.8,1,88.2,80.7,39.3,10.0,2
10388,Aligarh_Village_13,Aligarh,Uttar Pradesh,2025,86,28,279,8.0,484,3.48,14,11,3,4.1,0,94.4,63.9,75.3,9.5,0
10389,Aligarh_Village_14,Aligarh,Uttar Pradesh,2022,121,10,328,6.5,712,3.66,93,13,0,8.0,0,54.8,57.5,12.3,5.5,2
10389,Aligarh_Village_14,Aligarh,Uttar Pradesh,2023,176,30,223,10.2,517,4.05,76,13,3,17.9,1,74.6,75.4,28.8,8.5,1
10389,Aligarh_Village_14,Aligarh,Uttar Pradesh,2024,155,11,238,5.8,318,4.42,75,11,0,7.5,1,78.6,84.6,35.0,11.1,1
10389,Aligarh_Village_14,Aligarh,Uttar Pradesh,2025,290,23,266,11.7,656,3.5,52,5,1,11.7,1,76.8,100.0,49.2,11.9,0
10390,Aligarh_Village_15,Aligarh,Uttar Pradesh,2022,141,10,269,7.7,162,4.33,93,9,3,18.8,0,49.5,89.9,56.2,4.6,0
10390,Aligarh_Village_15,Aligarh,Uttar Pradesh,2023,80,33,355,7.4,449,3.54,11,14,2,15.7,1,82.9,72.4,48.6,12.6,0
10390,Aligarh_Village_15,Aligarh,Uttar Pradesh,2024,171,6,376,12.8,489,2.26,57,3,2,16.0,0,82.1,71.8,28.1,6.6,0
10390,Aligarh_Village_15,Aligarh,Uttar Pradesh,2025,186,23,309,9.2,476,3.79,67,5,3,12.9,0,65.7,58.1,69.2,4.9,0
10391,Aligarh_Village_16,Aligarh,Uttar Pradesh,2022,295,8,339,13.8,165,2.4,49,3,0,12.6,0,55.3,50.4,41.5,8.0,0
10391,Aligarh_Village_16,Aligarh,Uttar Pradesh,2023,100,10,257,8.4,218,2.77,62,9,2,5.3,0,33.6,75.3,16.8,13.5,2
10391,Aligarh_Village_16,Aligarh,Uttar Pradesh,2024,78,32,246,7.3,107,4.23,68,9,1,19.1,1,86.6,58.3,67.9,19.3,0
10391,Aligarh_Village_16,Aligarh,Uttar Pradesh,2025,255,34,312,8.6,126,4.87,77,14,2,17.4,0,56.0,65.0,30.4,16.8,0
10392,Aligarh_Village_17,Aligarh,Uttar Pradesh,2022,89,11,228,5.1,389,4.11,72,10,0,5.1,0,58.2,97.1,40.5,17.6,0
10392,Aligarh_Village_17,Aligarh,Uttar Pradesh,2023,90,13,349,5.7,127,2.63,45,13,3,20.3,0,57.7,86.9,46.0,5.9,0
10392,Aligarh_Village_17,Aligarh,Uttar Pradesh,2024,263,29,273,6.0,258,3.16,49,7,2,5.0,0,76.7,76.7,52.4,10.3,2
10392,Aligarh_Village_17,Aligarh,Uttar Pradesh,2025,60,37,377,11.9,244,4.9,15,14,3,7.2,1,62.4,98.7,70.4,10.0,1
10393,Aligarh_Village_18,Aligarh,Uttar Pradesh,2022,200,5,333,12.2,566,4.27,23,1,3,13.3,0,40.8,58.5,16.2,10.3,0
10393,Aligarh_Village_18,Aligarh,Uttar Pradesh,2023,50,10,221,6.1,207,4.58,88,9,1,17.1,0,85.1,71.2,42.7,5.6,0
10393,Aligarh_Village_18,Aligarh,Uttar Pradesh,2024,95,22,283,6.6,538,3.1,42,14,1,3.8,1,47.0,69.1,50.7,17.2,0
10393,Aligarh_Village_18,Aligarh,Uttar Pradesh,2025,150,14,290,13.2,302,4.35,28,9,3,17.0,1,40.7,100.0,47.9,8.0,1
10394,Aligarh_Village_19,Aligarh,Uttar Pradesh,2022,198,32,337,5.4,400,4.11,85,10,0,23.9,1,41.8,93.3,36.4,10.5,1
10394,Aligarh_Village_19,Aligarh,Uttar Pradesh,2023,139,15,218,9.8,537,1.78,52,5,1,22.6,0,60.3,77.8,41.0,8.5,0
10394,Aligarh_Village_19,Aligarh,Uttar Pradesh,2024,159,37,320,9.2,110,2.6,63,11,2,3.8,0,61.4,75.4,59.9,8.3,0
10394,Aligarh_Village_19,Aligarh,Uttar Pradesh,2025,213,5,305,10.9,706,4.6,82,2,1,18.9,0,86.8,100.0,35.3,13.1,0
10395,Aligarh_Village_20,Aligarh,Uttar Pradesh,2022,231,17,310,7.2,741,2.67,92,13,3,16.4,0,41.7,59.9,11.5,19.9,0
10395,Aligarh_Village_20,Aligarh,Uttar Pradesh,2023,264,24,251,13.9,202,2.49,70,1,1,18.0,0,79.5,72.1,62.6,17.9,0
10395,Aligarh_Village_20,Aligarh,Uttar Pradesh,2024,106,5,232,8.0,585,2.62,22,2,0,20.6,1,41.8,89.2,37.7,18.7,2
10395,Aligarh_Village_20,Aligarh,Uttar Pradesh,2025,50,7,257,6.3,209,3.08,51,4,1,13.7,0,67.4,91.3,67.6,9.8,0
10396,Aligarh_Village_21,Aligarh,Uttar Pradesh,2022,112,22,287,8.0,742,2.23,27,4,0,14.1,1,81.9,77.6,26.0,5.4,0
10396,Aligarh_Village_21,Aligarh,Uttar Pradesh,2023,231,18,290,7.8,192,1.66,81,1,2,14.0,0,57.8,98.2,16.2,2.2,0
10396,Aligarh_Village_21,Aligarh,Uttar Pradesh,2024,104,35,237,5.8,640,2.32,95,13,1,15.7,0,93.8,66.8,32.8,2.8,0
10396,Aligarh_Village_21,Aligarh,Uttar Pradesh,2025,164,31,327,13.0,798,4.6,74,13,2,19.4,0,76.9,84.8,33.3,15.1,0
10397,Aligarh_Village_22,Aligarh,Uttar Pradesh,2022,217,21,208,6.3,606,1.73,57,8,3,22.8,0,75.4,88.9,51.1,8.5,0
10397,Aligarh_Village_22,Aligarh,Uttar Pradesh,2023,192,33,292,13.4,276,2.89,93,10,2,15.0,0,63.6,63.7,24.5,13.8,2
10397,Aligarh_Village_22,Aligarh,Uttar Pradesh,2024,198,30,353,8.0,538,3.17,45,12,1,6.2,1,61.8,96.8,71.7,11.9,0
10397,Aligarh_Village_22,Aligarh,Uttar Pradesh,2025,224,21,390,6.1,767,4.28,96,8,1,7.4,0,44.1,88.2,58.6,19.6,0
10398,Aligarh_Village_23,Aligarh,Uttar Pradesh,2022,250,26,241,6.6,610,2.26,90,8,0,12.2,1,37.2,68.3,26.1,14.8,0
10398,Aligarh_Village_23,Aligarh,Uttar Pradesh,2023,102,29,255,9.4,208,2.58,54,5,1,9.3,0,67.3,83.6,41.2,19.7,0
10398,Aligarh_Village_23,Aligarh,Uttar Pradesh,2024,186,6,318,10.7,171,1.84,19,10,3,16.9,1,72.8,99.5,70.1,7.4,0
10398,Aligarh_Village_23,Aligarh,Uttar Pradesh,2025,251,26,321,12.7,588,4.66,18,2,0,17.2,0,98.1,100.0,59.8,8.0,0
10399,Aligarh_Village_24,Aligarh,Uttar Pradesh,2022,229,9,253,11.4,380,3.56,55,4,1,11.4,1,81.5,63.5,47.7,11.2,0
10399,Aligarh_Village_24,Aligarh,Uttar Pradesh,2023,106,8,311,9.2,313,2.44,26,1,1,20.4,1,83.7,96.1,40.7,10.9,0
10399,Aligarh_Village_24,Aligarh,Uttar Pradesh,2024,166,10,327,4.1,556,4.46,76,10,1,16.7,1,53.2,56.9,48.6,11.4,0
10399,Aligarh_Village_24,Aligarh,Uttar Pradesh,2025,203,25,300,12.9,686,2.21,42,1,1,9.3,0,63.7,57.8,77.2,17.3,0
10400,Aligarh_Village_25,Aligarh,Uttar Pradesh,2022,218,17,299,14.0,517,2.61,74,12,3,19.0,1,36.1,78.9,40.2,14.9,2
10400,Aligarh_Village_25,Aligarh,Uttar Pradesh,2023,84,29,359,8.1,609,3.34,29,10,1,18.9,1,67.9,75.6,43.1,5.2,0
10400,Aligarh_Village_25,Aligarh,Uttar Pradesh,2024,112,30,239,4.0,761,3.32,75,3,0,13.2,0,40.2,77.5,65.7,12.6,0
10400,Aligarh_Village_25,Aligarh,Uttar Pradesh,2025,293,24,288,11.0,422,3.91,25,4,1,9.4,1,65.8,68.7,50.5,5.2,0
10401,Aligarh_Village_26,Aligarh,Uttar Pradesh,2022,74,37,329,12.8,277,2.39,82,12,0,7.0,1,64.0,78.7,33.7,9.6,0
10401,Aligarh_Village_26,Aligarh,Uttar Pradesh,2023,139,18,356,9.8,787,3.92,23,11,0,3.5,1,46.7,53.3,51.5,18.4,1
10401,Aligarh_Village_26,Aligarh,Uttar Pradesh,2024,124,21,359,7.9,203,3.02,10,12,1,20.7,1,82.5,75.8,30.0,3.3,2
10401,Aligarh_Village_26,Aligarh,Uttar Pradesh,2025,87,25,263,12.2,218,2.33,44,11,3,5.8,0,79.5,75.1,34.5,19.3,0
10402,Aligarh_Village_27,Aligarh,Uttar Pradesh,2022,179,20,279,6.5,681,3.72,91,3,1,18.3,1,38.9,59.3,40.9,6.0,1
10402,Aligarh_Village_27,Aligarh,Uttar Pradesh,2023,184,20,303,8.7,156,4.39,10,12,1,22.4,1,92.0,77.0,25.2,5.2,0
10402,Aligarh_Village_27,Aligarh,Uttar Pradesh,2024,259,24,230,4.0,508,2.89,52,11,0,18.4,1,68.5,88.1,43.8,10.6,0
10402,Aligarh_Village_27,Aligarh,Uttar Pradesh,2025,268,33,374,5.0,677,3.72,78,3,2,3.0,0,40.6,96.5,68.2,18.1,0
10403,Aligarh_Village_28,Aligarh,Uttar Pradesh,2022,211,32,226,14.4,157,3.56,84,8,2,21.0,1,51.0,72.2,25.5,5.4,0
10403,Aligarh_Village_28,Aligarh,Uttar Pradesh,2023,140,12,216,10.2,216,4.14,97,4,3,18.0,0,91.8,64.0,53.1,2.1,0
10403,Aligarh_Village_28,Aligarh,Uttar Pradesh,2024,66,28,367,12.2,524,2.39,64,3,0,8.6,1,90.1,65.1,38.4,9.5,0
10403,Aligarh_Village_28,Aligarh,Uttar Pradesh,2025,177,7,263,8.4,120,3.66,25,9,3,14.3,1,48.1,85.3,30.0,12.3,1
10404,Aligarh_Village_29,Aligarh,Uttar Pradesh,2022,220,29,340,13.3,178,3.72,76,12,1,21.5,0,81.3,68.7,14.6,15.4,0
10404,Aligarh_Village_29,Aligarh,Uttar Pradesh,2023,236,23,328,9.8,658,2.25,72,12,1,9.3,1,70.1,67.7,37.7,3.0,2
10404,Aligarh_Village_29,Aligarh,Uttar Pradesh,2024,157,37,285,3.7,782,3.22,81,1,3,19.4,0,37.3,80.1,37.9,11.4,2
10404,Aligarh_Village_29,Aligarh,Uttar Pradesh,2025,228,6,339,12.7,695,3.34,31,8,0,2.1,1,84.4,84.2,51.4,5.0,0
10405,Aligarh_Village_30,Aligarh,Uttar Pradesh,2022,231,19,348,6.1,207,4.02,65,5,1,15.5,0,54.8,61.2,36.2,9.7,1
10405,Aligarh_Village_30,Aligarh,Uttar Pradesh,2023,201,26,271,8.8,370,3.98,61,14,0,8.2,1,56.8,70.7,63.1,19.4,0
10405,Aligarh_Village_30,Aligarh,Uttar Pradesh,2024,74,14,331,8.7,787,2.5,90,8,1,16.6,0,59.0,89.0,45.6,19.6,1
10405,Aligarh_Village_30,Aligarh,Uttar Pradesh,2025,248,22,314,3.8,575,2.65,36,10,1,4.0,0,74.8,76.1,70.9,19.7,0
10406,Aligarh_Village_31,Aligarh,Uttar Pradesh,2022,229,26,281,5.1,169,3.67,73,3,3,11.8,0,72.9,71.3,52.5,8.5,0
10406,Aligarh_Village_31,Aligarh,Uttar Pradesh,2023,247,31,263,12.1,486,3.87,54,6,3,6.0,1,71.9,83.2,60.4,14.7,0
10406,Aligarh_Village_31,Aligarh,Uttar Pradesh,2024,294,17,320,6.9,265,2.34,76,11,0,18.2,0,50.5,64.2,48.9,17.7,2
10406,Aligarh_Village_31,Aligarh,Uttar Pradesh,2025,137,37,249,7.6,157,3.18,35,14,2,3.1,1,81.4,99.1,42.3,11.1,0
10407,Aligarh_Village_32,Aligarh,Uttar Pradesh,2022,210,9,256,10.4,550,3.98,22,7,2,19.5,0,38.1,66.2,49.3,10.5,0
10407,Aligarh_Village_32,Aligarh,Uttar Pradesh,2023,226,30,306,8.0,344,1.89,90,8,2,17.6,1,91.3,85.5,32.1,15.0,0
10407,Aligarh_Village_32,Aligarh,Uttar Pradesh,2024,78,17,265,11.8,144,2.92,39,7,1,4.8,1,64.4,69.3,66.8,11.1,0
10407,Aligarh_Village_32,Aligarh,Uttar Pradesh,2025,112,31,382,12.6,783,3.88,87,7,2,11.8,0,44.5,88.6,33.2,12.5,2
10408,Aligarh_Village_33,Aligarh,Uttar Pradesh,2022,284,18,311,5.1,482,3.81,39,2,3,14.9,0,64.6,63.3,43.9,10.2,1
10408,Aligarh_Village_33,Aligarh,Uttar Pradesh,2023,199,28,362,10.8,677,3.61,53,3,2,15.4,1,67.6,88.4,40.1,15.2,1
10408,Aligarh_Village_33,Aligarh,Uttar Pradesh,2024,203,7,242,7.0,170,2.99,57,6,2,20.7,0,38.3,60.0,52.4,17.3,1
10408,Aligarh_Village_33,Aligarh,Uttar Pradesh,2025,205,34,366,9.4,647,4.93,18,3,2,2.1,0,39.7,72.3,33.6,10.2,1
10409,Aligarh_Village_34,Aligarh,Uttar Pradesh,2022,163,39,308,9.6,338,1.62,57,9,2,21.4,0,89.8,77.2,58.6,10.8,0
10409,Aligarh_Village_34,Aligarh,Uttar Pradesh,2023,262,18,361,7.6,679,3.13,65,9,2,20.7,0,56.4,82.9,51.7,18.6,1
10409,Aligarh_Village_34,Aligarh,Uttar Pradesh,2024,98,16,321,4.7,207,3.33,77,6,0,4.5,0,50.7,61.6,36.3,12.1,1
10409,Aligarh_Village_34,Aligarh,Uttar Pradesh,2025,248,32,346,9.2,307,2.67,15,1,3,13.6,1,71.9,72.8,72.5,10.5,0
10410,Aligarh_Village_35,Aligarh,Uttar Pradesh,2022,130,33,255,5.7,401,3.18,74,1,2,19.0,1,30.5,54.9,32.6,19.5,1
10410,Aligarh_Village_35,Aligarh,Uttar Pradesh,2023,133,21,259,5.7,529,2.31,98,4,1,14.5,0,33.8,92.5,25.3,3.2,0
10410,Aligarh_Village_35,Aligarh,Uttar Pradesh,2024,154,25,289,14.0,447,3.13,76,11,0,12.1,1,42.8,100.0,43.5,13.2,1
10410,Aligarh_Village_35,Aligarh,Uttar Pradesh,2025,226,27,298,6.6,206,3.24,30,10,1,6.9,0,87.2,71.1,44.0,2.5,0
10411,Aligarh_Village_36,Aligarh,Uttar Pradesh,2022,197,24,236,10.6,627,3.82,87,8,3,18.8,1,44.9,73.2,45.4,10.1,0
10411,Aligarh_Village_36,Aligarh,Uttar Pradesh,2023,167,15,251,7.0,505,4.48,39,3,2,9.2,1,63.2,76.8,17.1,7.8,0
10411,Aligarh_Village_36,Aligarh,Uttar Pradesh,2024,135,38,243,12.8,355,2.41,66,4,3,11.2,0,49.4,62.9,66.0,9.8,0
10411,Aligarh_Village_36,Aligarh,Uttar Pradesh,2025,269,14,339,6.3,400,4.92,64,12,2,17.6,1,71.7,89.5,49.6,18.3,0
10412,Aligarh_Village_37,Aligarh,Uttar Pradesh,2022,112,14,301,8.4,244,4.32,11,11,2,6.8,1,60.5,74.8,15.6,11.2,0
10412,Aligarh_Village_37,Aligarh,Uttar Pradesh,2023,238,10,256,10.5,775,1.99,57,6,1,14.1,1,57.0,77.2,54.4,12.5,0
10412,Aligarh_Village_37,Aligarh,Uttar Pradesh,2024,153,28,230,12.8,623,4.54,31,11,3,11.7,0,62.0,57.8,71.4,7.9,0
10412,Aligarh_Village_37,Aligarh,Uttar Pradesh,2025,98,16,267,11.9,661,3.64,22,9,2,8.1,1,78.2,61.3,73.1,19.7,1
10413,Aligarh_Village_38,Aligarh,Uttar Pradesh,2022,120,27,227,7.3,459,4.14,98,4,3,17.0,0,80.5,96.3,18.2,19.5,0
10413,Aligarh_Village_38,Aligarh,Uttar Pradesh,2023,50,31,346,12.8,623,4.49,52,3,2,3.8,0,52.2,97.6,26.8,17.7,1
10413,Aligarh_Village_38,Aligarh,Uttar Pradesh,2024,273,10,247,11.1,583,4.38,84,10,3,11.8,1,67.9,55.9,71.4,14.7,1
10413,Aligarh_Village_38,Aligarh,Uttar Pradesh,2025,190,5,293,13.7,289,3.16,83,10,3,10.2,0,90.3,83.4,38.1,9.7,0
10414,Aligarh_Village_39,Aligarh,Uttar Pradesh,2022,271,10,246,14.3,395,3.41,58,9,2,15.3,0,40.1,53.1,25.1,4.3,1
10414,Aligarh_Village_39,Aligarh,Uttar Pradesh,2023,264,26,329,9.7,192,3.04,46,7,3,7.7,0,91.8,90.6,47.1,18.4,1
10414,Aligarh_Village_39,Aligarh,Uttar Pradesh,2024,228,28,268,11.6,229,2.9,98,9,2,6.2,1,81.0,57.4,36.6,11.6,2
10414,Aligarh_Village_39,Aligarh,Uttar Pradesh,2025,172,29,250,9.3,583,2.7,44,11,2,13.4,0,61.0,83.9,47.1,12.1,1
10415,Aligarh_Village_40,Aligarh,Uttar Pradesh,2022,233,19,252,10.7,508,2.82,28,10,2,6.9,1,52.5,79.7,47.1,3.8,0
10415,Aligarh_Village_40,Aligarh,Uttar Pradesh,2023,260,30,239,5.2,440,4.07,37,6,0,9.6,1,45.3,57.1,45.7,16.3,0
10415,Aligarh_Village_40,Aligarh,Uttar Pradesh,2024,111,12,328,3.7,313,4.33,66,4,2,18.6,0,52.1,83.5,62.5,11.9,0
10415,Aligarh_Village_40,Aligarh,Uttar Pradesh,2025,81,28,309,3.8,429,4.82,70,5,3,2.6,0,74.2,100.0,66.8,6.7,0
10416,Aligarh_Village_41,Aligarh,Uttar Pradesh,2022,207,10,332,14.6,274,2.37,52,10,0,14.4,1,30.2,54.7,50.0,5.1,0
10416,Aligarh_Village_41,Aligarh,Uttar Pradesh,2023,78,39,222,5.4,543,3.6,69,12,2,16.9,1,34.4,85.4,24.9,13.1,1
10416,Aligarh_Village_41,Aligarh,Uttar Pradesh,2024,98,5,268,4.2,300,3.88,19,2,3,4.8,0,95.2,68.0,34.8,17.6,0
10416,Aligarh_Village_41,Aligarh,Uttar Pradesh,2025,222,16,355,6.6,716,2.52,88,3,3,6.7,0,53.1,70.6,37.1,11.5,2
10417,Aligarh_Village_42,Aligarh,Uttar Pradesh,2022,270,15,242,10.7,197,2.6,76,5,3,16.2,1,79.8,76.1,16.1,17.5,0
10417,Aligarh_Village_42,Aligarh,Uttar Pradesh,2023,79,16,296,14.1,202,2.68,33,13,0,10.0,1,69.7,97.0,58.5,5.4,0
10417,Aligarh_Village_42,Aligarh,Uttar Pradesh,2024,193,11,352,11.0,652,4.76,83,3,1,4.2,0,62.8,66.1,22.2,12.0,1
10417,Aligarh_Village_42,Aligarh,Uttar Pradesh,2025,217,15,377,6.2,250,4.83,53,3,1,5.1,1,82.9,100.0,59.4,9.9,0
10418,Aligarh_Village_43,Aligarh,Uttar Pradesh,2022,68,35,203,14.4,367,3.97,39,9,0,7.2,1,33.0,54.4,53.6,7.8,0
10418,Aligarh_Village_43,Aligarh,Uttar Pradesh,2023,67,37,322,4.5,451,3.07,54,4,2,23.2,1,78.4,97.6,24.4,3.8,2
10418,Aligarh_Village_43,Aligarh,Uttar Pradesh,2024,50,17,322,14.0,566,2.59,98,14,1,6.7,0,87.4,55.9,68.6,5.7,0
10418,Aligarh_Village_43,Aligarh,Uttar Pradesh,2025,127,22,373,3.9,377,4.7,69,4,1,11.1,1,55.8,65.3,75.9,18.0,2
10419,Aligarh_Village_44,Aligarh,Uttar Pradesh,2022,164,28,293,12.4,667,2.3,62,1,3,13.6,0,48.1,96.9,39.0,8.5,1
10419,Aligarh_Village_44,Aligarh,Uttar Pradesh,2023,224,13,270,4.6,115,3.22,34,12,3,14.9,0,39.2,65.3,49.4,17.4,1
10419,Aligarh_Village_44,Aligarh,Uttar Pradesh,2024,291,35,232,13.5,555,2.54,85,7,2,12.0,0,87.4,55.3,31.3,16.7,0
10419,Aligarh_Village_44,Aligarh,Uttar Pradesh,2025,243,14,266,4.4,278,4.86,13,13,1,15.0,1,87.5,100.0,77.2,7.5,0
10420,Aligarh_Village_45,Aligarh,Uttar Pradesh,2022,295,6,255,5.0,233,1.63,93,10,3,22.5,0,55.5,93.9,47.0,10.6,0
10420,Aligarh_Village_45,Aligarh,Uttar Pradesh,2023,269,19,232,13.4,357,2.17,83,13,0,9.2,0,55.7,88.2,41.8,10.2,0
10420,Aligarh_Village_45,Aligarh,Uttar Pradesh,2024,162,7,345,4.7,161,4.1,40,9,2,5.7,0,61.7,100.0,47.0,18.1,1
10420,Aligarh_Village_45,Aligarh,Uttar Pradesh,2025,163,35,328,11.7,581,2.4,28,12,3,20.2,1,64.2,70.3,58.9,13.1,0
10421,Aligarh_Village_46,Aligarh,Uttar Pradesh,2022,271,10,229,12.3,576,4.44,11,8,3,22.3,1,55.8,81.0,19.3,9.9,0
10421,Aligarh_Village_46,Aligarh,Uttar Pradesh,2023,215,7,294,10.4,734,2.61,13,12,3,10.8,1,41.7,88.1,45.9,11.3,0
10421,Aligarh_Village_46,Aligarh,Uttar Pradesh,2024,228,15,295,7.7,141,4.56,88,2,0,19.9,1,36.8,100.0,25.5,17.1,0
