Village_ID,Year,Electrification_Pct,Internet_Penetration_Pct,Paved_Roads_KM,Bank_Branches
10553,2022,76.4,34.7,12.4,0
10553,2023,65.3,43.4,2.9,1
10553,2024,64.8,26.0,16.1,0
10553,2025,83.6,68.0,2.5,1
10554,2022,92.8,13.8,3.8,0
10554,2023,63.8,48.2,8.1,2
10554,2024,68.4,27.7,13.4,0
10554,2025,100.0,49.7,9.7,0
10555,2022,51.3,28.0,9.2,2
10555,2023,75.8,36.7,9.7,0
10555,2024,80.4,50.9,4.3,2
10555,2025,89.9,35.0,14.6,0
10556,2022,59.3,21.2,5.6,1
10556,2023,79.9,21.3,9.8,2
10556,2024,60.3,54.6,19.5,0
10556,2025,70.3,30.6,18.7,0
10557,2022,50.7,42.9,15.8,0
10557,2023,74.3,64.6,17.9,2
10557,2024,63.4,66.5,14.3,1
10557,2025,62.1,44.3,16.8,0
10558,2022,66.5,20.7,6.5,0
10558,2023,56.3,64.0,10.2,2
10558,2024,86.9,44.2,7.2,0
10558,2025,67.1,45.6,2.7,2
10559,2022,84.1,16.3,6.3,0
10559,2023,92.8,24.3,6.6,0
10559,2024,90.6,59.1,14.3,0
10559,2025,94.1,38.1,8.2,0
10560,2022,80.9,19.0,5.9,1
10560,2023,70.6,32.1,2.2,0
10560,2024,71.7,67.7,9.2,2
10560,2025,84.8,57.5,15.9,1
10561,2022,61.9,48.8,13.3,1
10561,2023,69.0,51.9,18.2,0
10561,2024,62.5,69.5,12.3,0
10561,2025,94.9,62.5,2.9,1
10562,2022,85.3,16.3,9.8,0
10562,2023,76.7,26.1,9.6,0
10562,2024,72.7,57.1,17.3,1
10562,2025,90.9,38.8,13.8,2
10563,2022,54.1,51.3,6.8,0
10563,2023,54.8,60.0,14.6,0
10563,2024,88.6,42.7,17.0,2
10563,2025,83.9,47.1,3.0,0
10564,2022,85.2,16.0,15.0,2
10564,2023,65.9,62.9,16.3,0
10564,2024,60.2,46.4,8.5,0
10564,2025,78.1,63.4,19.1,0
10565,2022,70.5,17.9,17.0,0
10565,2023,88.9,43.0,6.7,0
10565,2024,60.9,60.9,9.1,0
10565,2025,100.0,57.9,18.3,2
10566,2022,52.7,29.0,17.0,2
10566,2023,67.5,46.7,16.5,0
10566,2024,88.7,71.8,19.5,0
10566,2025,91.9,62.1,3.3,0
10567,2022,77.2,35.2,3.1,0
10567,2023,55.9,58.8,9.8,0
10567,2024,96.1,45.5,18.4,1
10567,2025,88.0,50.6,11.6,0
10568,2022,86.4,37.9,18.8,0
10568,2023,71.0,32.0,4.8,2
10568,2024,66.7,25.6,15.3,2
10568,2025,92.1,46.9,7.8,0
10569,2022,89.1,46.5,14.2,0
10569,2023,91.5,40.4,9.7,2
10569,2024,89.4,64.7,7.5,0
10569,2025,64.2,37.1,17.4,0
10570,2022,60.6,21.1,9.0,1
10570,2023,76.5,48.2,6.1,0
10570,2024,79.4,62.9,4.7,0
10570,2025,80.9,62.8,5.2,0
10571,2022,89.6,32.2,11.4,1
10571,2023,58.5,60.2,3.0,0
10571,2024,93.0,55.8,3.4,1
10571,2025,58.6,69.7,10.1,0
10572,2022,65.5,55.2,14.6,0
10572,2023,61.9,42.5,14.4,0
10572,2024,80.3,51.4,18.2,0
10572,2025,82.6,61.3,11.1,0
10573,2022,74.3,58.6,5.9,0
10573,2023,66.4,56.3,16.4,1
10573,2024,80.0,23.7,4.7,2
10573,2025,91.4,49.5,14.1,1
10574,2022,68.9,53.4,14.6,1
10574,2023,97.1,17.8,5.5,0
10574,2024,58.3,53.5,3.0,0
10574,2025,100.0,75.3,5.4,1
10575,2022,86.5,25.6,16.3,1
10575,2023,81.0,52.1,17.0,1
10575,2024,64.8,37.6,6.7,0
10575,2025,87.6,60.0,11.4,0
10576,2022,88.5,56.8,3.0,0
10576,2023,64.7,34.4,5.5,0
10576,2024,56.9,70.0,12.2,0
10576,2025,78.8,47.1,6.2,0
10577,2022,64.6,29.6,2.9,0
10577,2023,66.2,54.2,18.0,0
10577,2024,89.8,40.0,6.2,0
10577,2025,64.6,44.4,16.0,0
10578,2022,81.2,19.3,9.6,0
10578,2023,55.4,20.4,14.7,1
10578,2024,99.2,63.9,8.4,2
10578,2025,85.6,51.8,12.8,0
10579,2022,94.7,42.6,13.8,0
10579,2023,94.2,39.9,4.2,2
10579,2024,96.8,40.7,17.9,0
10579,2025,63.2,48.4,8.4,0
10580,2022,83.4,14.0,16.2,1
10580,2023,71.7,49.7,11.9,0
10580,2024,77.0,47.6,5.3,1
10580,2025,70.9,31.3,8.4,2
10581,2022,56.7,41.4,3.5,0
10581,2023,67.2,26.5,6.9,0
10581,2024,81.4,28.9,5.7,2
10581,2025,77.2,76.9,6.9,0
10582,2022,83.8,14.0,16.5,1
10582,2023,92.8,52.5,3.4,2
10582,2024,65.1,56.9,13.4,2
10582,2025,60.2,54.1,8.4,1
10583,2022,97.6,14.3,10.7,2
10583,2023,94.9,30.6,5.8,0
10583,2024,67.7,30.1,19.2,1
10583,2025,65.3,77.2,13.9,2
10584,2022,95.6,15.0,5.6,0
10584,2023,63.7,16.6,10.8,1
10584,2024,65.7,32.9,4.8,2
10584,2025,62.8,67.2,18.4,0
10585,2022,63.8,52.2,10.5,0
10585,2023,92.9,51.1,3.3,0
10585,2024,82.4,43.7,4.7,2
10585,2025,61.9,67.6,11.0,0
10586,2022,96.4,43.9,5.5,1
10586,2023,78.4,65.7,14.8,0
10586,2024,75.0,44.0,9.7,0
10586,2025,95.1,37.4,12.2,0
10587,2022,76.9,13.3,13.1,2
10587,2023,95.5,47.2,19.1,0
10587,2024,88.7,68.7,18.8,2
10587,2025,89.6,67.3,8.8,0
10588,2022,66.2,46.6,18.1,0
10588,2023,100.0,41.9,19.9,0
10588,2024,86.3,31.0,17.8,1
10588,2025,78.7,41.7,2.9,0
10589,2022,57.1,24.1,7.9,0
10589,2023,79.2,49.3,4.0,0
10589,2024,87.0,64.8,14.3,2
10589,2025,75.3,34.8,8.3,0
10590,2022,53.1,11.7,5.4,0
10590,2023,90.8,41.6,5.7,0
10590,2024,86.4,66.9,8.8,0
10590,2025,90.4,76.1,12.7,0
10591,2022,61.8,33.9,14.3,0
10591,2023,58.8,28.5,2.4,1
10591,2024,76.7,60.3,19.7,0
10591,2025,69.1,36.5,2.7,2
10592,2022,87.5,51.2,19.6,0
10592,2023,78.0,59.5,6.8,2
10592,2024,61.3,37.6,18.1,0
10592,2025,66.9,37.2,17.8,1
10593,2022,92.6,15.6,10.7,0
10593,2023,82.8,46.5,15.5,0
10593,2024,74.2,71.1,14.0,0
10593,2025,92.1,50.4,16.8,0
10594,2022,88.8,23.2,12.0,0
10594,2023,58.0,57.4,8.1,2
10594,2024,95.4,57.7,9.5,0
10594,2025,100.0,31.7,4.5,0
10595,2022,54.3,23.0,7.2,0
10595,2023,68.1,34.7,19.4,0
10595,2024,63.1,32.8,9.7,1
10595,2025,78.1,72.1,14.8,1
10596,2022,60.6,19.4,7.6,0
10596,2023,69.9,55.7,15.0,0
10596,2024,66.6,59.1,10.6,1
10596,2025,57.7,28.6,16.2,2
10597,2022,50.9,24.0,9.2,0
10597,2023,77.2,41.5,19.4,0
10597,2024,79.7,33.0,5.3,2
10597,2025,59.2,68.9,11.1,2
10598,2022,83.6,16.7,5.0,0
10598,2023,53.8,24.3,6.7,0
10598,2024,78.4,51.4,11.3,0
10598,2025,76.5,29.2,5.2,1
10599,2022,92.4,59.7,3.9,1
10599,2023,80.2,42.5,17.3,2
10599,2024,94.5,54.6,8.6,2
10599,2025,100.0,40.6,14.8,2
10600,2022,58.5,57.7,10.6,0
10600,2023,55.5,32.7,15.4,2
10600,2024,92.2,28.4,6.7,0
10600,2025,87.8,50.7,3.8,1
10601,2022,80.4,16.4,11.4,0
10601,2023,67.7,64.1,13.4,1
10601,2024,59.9,47.2,19.1,0
10601,2025,92.1,58.0,15.9,0
10602,2022,76.1,34.2,17.7,1
10602,2023,76.6,27.6,15.1,1
10602,2024,90.3,30.5,19.9,0
10602,2025,100.0,76.3,15.3,0
10603,2022,85.5,25.9,13.8,1
10603,2023,97.4,18.9,7.7,2
10603,2024,74.1,47.2,6.4,1
10603,2025,100.0,40.2,7.0,0
10604,2022,84.9,45.3,2.5,0
10604,2023,70.3,34.9,6.2,0
10604,2024,79.4,68.7,7.1,0
10604,2025,67.2,49.8,3.5,0
10605,2022,53.9,43.8,2.2,1
10605,2023,74.9,58.5,11.0,2
10605,2024,100.0,65.2,5.3,1
10605,2025,99.3,55.7,6.2,0
10606,2022,50.8,50.2,19.7,1
10606,2023,99.1,28.4,4.7,0
10606,2024,77.5,52.1,2.9,2
10606,2025,66.1,29.7,16.9,0
10607,2022,93.9,26.7,6.9,0
10607,2023,96.9,33.3,11.1,0
10607,2024,95.7,65.7,17.0,0
10607,2025,87.3,51.7,11.1,0
10608,2022,61.4,47.0,18.1,0
10608,2023,64.1,39.6,13.9,1
10608,2024,100.0,37.7,13.1,2
10608,2025,70.9,75.0,15.6,2
10609,2022,70.3,41.2,5.9,0
10609,2023,88.6,48.1,5.1,2
10609,2024,94.5,46.6,17.1,1
10609,2025,77.2,37.3,18.2,2
10610,2022,69.0,51.7,4.9,0
10610,2023,69.6,52.9,11.6,0
10610,2024,73.6,41.1,5.1,0
10610,2025,93.9,74.8,2.5,2
10611,2022,53.0,27.2,11.0,2
10611,2023,90.9,17.9,12.8,0
10611,2024,65.3,35.0,10.4,0
10611,2025,65.3,46.4,16.1,0
10612,2022,55.8,51.0,6.2,0
10612,2023,63.8,55.4,18.6,0
10612,2024,95.0,43.6,12.1,0
10612,2025,83.3,63.0,11.6,2
10613,2022,62.9,21.4,10.1,0
10613,2023,61.4,60.5,5.9,1
10613,2024,91.9,25.1,7.1,0
10613,2025,81.8,47.9,11.9,0
10614,2022,55.8,50.5,15.4,1
10614,2023,70.5,41.5,4.5,2
10614,2024,76.4,62.7,11.4,0
10614,2025,74.5,36.3,2.5,0
10615,2022,62.7,22.6,5.3,2
10615,2023,68.3,35.9,16.5,2
10615,2024,90.5,65.0,7.0,0
10615,2025,100.0,75.9,7.1,1
10616,2022,51.2,12.8,11.6,0
10616,2023,82.6,63.0,8.7,2
10616,2024,58.5,56.9,17.1,0
10616,2025,67.2,52.2,10.2,2
10617,2022,76.1,22.2,17.4,2
10617,2023,90.6,30.2,2.2,0
10617,2024,75.9,55.2,16.6,0
10617,2025,99.7,49.0,2.5,0
10618,2022,84.4,11.6,17.7,2
10618,2023,61.8,64.3,19.1,0
10618,2024,87.9,55.3,18.0,0
10618,2025,72.8,67.5,18.0,0
10619,2022,86.8,42.2,12.0,0
10619,2023,63.6,51.7,19.0,0
10619,2024,61.9,24.0,4.2,0
10619,2025,88.1,47.5,4.0,2
10620,2022,79.6,56.8,7.0,0
10620,2023,80.0,63.8,11.8,0
10620,2024,66.7,68.0,5.0,1
10620,2025,67.4,77.9,17.8,0
10621,2022,93.8,13.5,6.7,2
10621,2023,78.1,19.2,18.5,0
10621,2024,74.5,68.6,7.2,2
10621,2025,96.8,29.5,4.5,1
10622,2022,52.4,54.3,15.4,0
10622,2023,84.9,59.8,2.9,1
10622,2024,62.1,49.1,16.0,0
10622,2025,68.4,72.0,18.8,0
10623,2022,80.7,44.4,6.2,0
10623,2023,65.9,24.6,16.6,0
10623,2024,92.3,64.2,18.5,0
10623,2025,82.4,48.1,7.8,2
10624,2022,65.5,20.9,16.0,0
10624,2023,94.0,64.9,3.8,0
10624,2024,85.2,56.2,17.6,0
10624,2025,77.7,37.3,10.4,0
10625,2022,71.8,53.5,6.5,0
10625,2023,65.4,57.2,11.5,1
10625,2024,60.2,27.2,6.6,0
10625,2025,72.0,34.3,16.4,0
10626,2022,62.7,21.2,7.8,2
10626,2023,68.6,61.0,3.3,0
10626,2024,77.5,58.3,2.6,0
10626,2025,60.5,73.1,6.7,1
10627,2022,55.1,52.2,11.6,2
10627,2023,87.5,42.6,13.4,2
10627,2024,63.8,24.5,11.1,1
10627,2025,73.8,64.0,14.6,0
10628,2022,80.6,40.8,14.3,1
10628,2023,99.4,27.6,12.3,0
10628,2024,61.4,68.2,14.3,0
10628,2025,93.9,62.3,17.5,0
10629,2022,73.6,50.1,2.7,2
10629,2023,57.0,54.8,17.0,1
10629,2024,63.1,28.3,8.4,2
10629,2025,90.8,42.0,7.5,2
10630,2022,92.2,48.1,17.5,0
10630,2023,53.1,45.2,12.9,2
10630,2024,65.7,28.2,3.1,0
10630,2025,74.7,49.2,5.4,0
10631,2022,97.5,22.0,18.8,0
10631,2023,83.8,53.4,9.4,0
10631,2024,72.3,28.9,6.9,2
10631,2025,67.2,58.7,5.6,0
10632,2022,60.9,11.4,12.0,0
10632,2023,54.9,50.5,19.4,2
10632,2024,100.0,26.5,4.4,0
10632,2025,100.0,34.4,6.3,2
10633,2022,50.5,34.0,10.9,0
10633,2023,65.5,16.5,5.9,1
10633,2024,56.0,70.9,20.0,2
10633,2025,72.0,41.5,9.4,2
10634,2022,93.3,10.2,9.9,0
10634,2023,94.5,59.2,5.9,0
10634,2024,87.9,25.3,16.3,0
10634,2025,100.0,71.7,10.4,0
10635,2022,85.8,49.9,13.7,0
10635,2023,64.1,22.1,5.1,2
10635,2024,95.1,27.7,4.3,0
10635,2025,81.9,65.1,12.1,1
10636,2022,74.2,49.3,5.2,1
10636,2023,92.5,34.8,11.3,0
10636,2024,80.6,65.8,20.0,1
10636,2025,73.2,37.9,10.0,2
10637,2022,94.6,40.5,2.4,2
10637,2023,56.0,36.8,13.4,0
10637,2024,86.6,38.7,6.7,0
10637,2025,95.2,54.9,18.9,0
10638,2022,52.5,25.1,6.2,0
10638,2023,63.7,27.1,18.8,1
10638,2024,65.7,49.0,2.3,0
10638,2025,100.0,54.4,19.6,0
10639,2022,81.2,50.5,6.9,0
10639,2023,62.9,48.5,16.1,1
10639,2024,98.7,38.7,10.4,1
10639,2025,69.2,62.4,8.7,1
10640,2022,81.8,15.8,19.2,0
10640,2023,74.2,25.1,19.0,0
10640,2024,59.7,51.3,12.9,1
10640,2025,93.7,55.8,18.9,0
10641,2022,65.7,36.5,16.2,0
10641,2023,69.8,47.7,8.5,0
10641,2024,65.3,29.7,18.1,0
10641,2025,96.1,68.1,8.5,0
10642,2022,57.7,53.8,19.0,0
10642,2023,63.0,42.1,11.3,1
10642,2024,74.5,56.2,15.3,0
10642,2025,64.6,69.0,13.5,0
10643,2022,55.4,42.5,15.2,1
10643,2023,77.5,37.7,5.2,0
10643,2024,100.0,56.2,18.0,0
10643,2025,96.0,74.5,16.8,0
10644,2022,58.5,24.3,13.4,2
10644,2023,80.7,56.1,5.8,2
10644,2024,93.1,71.9,12.3,0
10644,2025,64.5,66.1,9.8,0
10645,2022,53.9,25.5,2.3,0
10645,2023,95.3,22.1,18.6,0
10645,2024,66.8,49.2,15.8,0
10645,2025,81.4,33.8,18.2,0
10646,2022,60.0,33.1,12.9,1
10646,2023,54.8,32.8,8.0,2
10646,2024,79.6,45.8,9.9,0
10646,2025,78.4,43.7,16.9,0
10647,2022,84.9,52.2,5.6,1
10647,2023,93.7,37.9,4.7,2
10647,2024,61.8,27.2,3.8,0
10647,2025,65.7,60.3,3.8,0
10648,2022,95.6,48.9,10.8,1
10648,2023,72.6,37.2,15.3,0
10648,2024,100.0,52.3,18.0,0
10648,2025,73.7,50.3,12.2,0
10649,2022,66.7,20.0,10.9,0
10649,2023,86.4,45.9,9.0,0
10649,2024,59.7,57.1,7.4,2
10649,2025,77.3,40.5,2.6,1
10650,2022,68.3,45.5,15.2,0
10650,2023,54.2,59.0,3.3,2
10650,2024,70.0,67.9,15.6,0
10650,2025,76.6,36.6,14.8,2
10651,2022,52.8,18.4,19.8,0
10651,2023,53.5,59.5,2.4,2
10651,2024,83.8,56.2,6.4,0
10651,2025,67.4,34.5,3.5,1
10652,2022,67.4,34.8,18.8,0
10652,2023,56.3,54.0,11.3,0
10652,2024,59.8,32.0,19.2,0
10652,2025,64.9,73.5,4.8,0
10653,2022,51.4,53.3,7.9,0
10653,2023,89.1,45.7,13.5,0
10653,2024,98.5,60.9,7.0,0
10653,2025,82.6,35.4,18.6,0
10654,2022,89.2,22.4,9.9,0
10654,2023,59.0,54.7,13.0,0
10654,2024,76.6,44.2,8.3,1
10654,2025,64.4,37.1,5.8,0
10655,2022,97.8,24.5,16.4,0
10655,2023,55.3,47.1,16.3,0
10655,2024,76.3,24.1,16.7,0
10655,2025,62.9,35.4,7.9,1
10656,2022,53.3,20.1,17.4,0
10656,2023,87.8,60.4,7.7,1
10656,2024,58.8,66.4,8.5,0
10656,2025,58.6,38.6,7.4,0
10657,2022,95.6,39.9,9.8,0
10657,2023,61.4,34.0,2.5,0
10657,2024,95.5,24.5,6.5,2
10657,2025,100.0,35.7,6.6,0
10658,2022,86.1,10.3,17.3,0
10658,2023,57.5,65.2,14.5,0
10658,2024,63.2,54.5,6.7,1
10658,2025,66.1,34.6,8.5,1
10659,2022,81.4,46.7,19.3,1
10659,2023,61.1,46.6,12.7,0
10659,2024,56.4,32.4,14.6,2
10659,2025,79.5,52.7,19.5,0
10660,2022,78.3,40.5,13.9,0
10660,2023,74.6,34.1,9.2,0
10660,2024,78.5,69.9,8.9,0
10660,2025,79.4,32.7,4.0,0
10661,2022,62.7,16.3,3.8,1
10661,2023,98.4,58.8,8.8,0
10661,2024,95.2,34.5,9.5,1
10661,2025,73.0,34.5,13.8,0
10662,2022,51.9,29.3,10.3,0
10662,2023,93.7,24.4,15.1,0
10662,2024,90.6,47.2,3.8,0
10662,2025,61.4,64.7,7.7,0
10663,2022,83.5,47.8,18.3,0
10663,2023,74.2,31.2,2.8,1
10663,2024,61.3,56.5,13.8,0
10663,2025,92.3,76.3,12.0,0
10664,2022,67.1,10.4,3.1,0
10664,2023,96.2,48.3,4.4,0
10664,2024,57.1,47.0,7.2,0
10664,2025,100.0,47.7,3.8,2
10665,2022,54.2,20.5,8.7,0
10665,2023,54.2,22.2,14.1,0
10665,2024,82.9,68.0,15.2,0
10665,2025,86.8,29.5,8.6,0
10666,2022,59.5,33.5,17.9,0
10666,2023,94.5,26.2,17.7,2
10666,2024,93.5,29.4,4.6,0
10666,2025,71.1,45.6,14.1,1
10667,2022,71.3,25.8,6.8,0
10667,2023,90.1,39.1,12.7,2
10667,2024,95.0,46.7,8.8,0
10667,2025,95.7,53.2,12.2,2
10668,2022,62.9,16.6,13.3,0
10668,2023,89.2,24.5,4.7,0
10668,2024,85.4,38.2,11.1,0
10668,2025,82.8,32.0,5.0,0
10669,2022,96.3,51.7,5.2,0
10669,2023,81.2,20.9,15.4,1
10669,2024,96.7,33.4,18.4,0
10669,2025,93.6,59.9,9.9,0
10670,2022,52.2,56.5,15.6,2
10670,2023,65.3,22.7,12.4,1
10670,2024,84.2,44.0,17.8,2
10670,2025,78.5,42.9,18.8,2
10671,2022,95.9,34.0,17.0,1
10671,2023,80.5,37.9,18.6,1
10671,2024,99.6,50.9,6.5,1
10671,2025,67.4,30.1,7.2,0
10672,2022,93.1,51.5,12.6,2
10672,2023,78.3,17.7,16.4,0
10672,2024,65.3,50.6,3.5,1
10672,2025,76.2,68.7,7.8,1
10673,2022,96.5,15.8,7.9,0
10673,2023,98.6,50.1,17.6,0
10673,2024,56.1,32.5,15.4,0
10673,2025,72.3,37.9,13.7,0
10674,2022,93.2,12.2,5.4,0
10674,2023,54.1,34.4,11.4,0
10674,2024,100.0,66.6,2.2,0
10674,2025,76.1,63.2,5.7,2
10675,2022,55.5,38.4,16.4,2
10675,2023,67.0,56.9,13.8,2
10675,2024,93.8,63.8,11.8,2
10675,2025,100.0,57.7,17.2,1
10676,2022,56.4,25.5,10.0,0
10676,2023,83.1,60.0,7.0,1
10676,2024,99.4,39.5,17.1,2
10676,2025,100.0,36.7,7.5,2
10677,2022,68.4,38.0,17.4,0
10677,2023,94.1,20.2,13.9,0
10677,2024,64.2,32.6,13.4,0
10677,2025,87.8,70.4,3.4,1
10678,2022,78.7,30.9,10.6,0
10678,2023,90.1,40.4,8.7,0
10678,2024,66.0,48.9,18.7,0
10678,2025,87.7,52.6,2.2,2
10679,2022,79.3,20.9,12.9,2
10679,2023,56.5,61.8,9.4,2
10679,2024,70.9,56.0,16.5,0
10679,2025,67.5,60.6,17.0,1
10680,2022,98.0,51.8,10.4,0
10680,2023,100.0,49.8,4.9,1
10680,2024,67.1,28.1,5.7,2
10680,2025,96.3,45.0,15.0,1
10681,2022,89.2,28.7,16.8,1
10681,2023,97.4,49.6,8.6,0
10681,2024,61.2,57.3,8.6,1
10681,2025,89.5,55.8,5.0,0
10682,2022,59.9,30.0,13.8,2
10682,2023,84.1,59.8,4.2,0
10682,2024,96.9,49.7,14.7,0
10682,2025,61.4,69.2,12.8,0
10683,2022,80.6,56.4,16.6,0
10683,2023,78.3,37.1,12.8,0
10683,2024,63.4,36.5,5.7,0
10683,2025,68.9,46.6,12.4,0
10684,2022,75.0,14.1,18.3,0
10684,2023,93.8,33.5,16.3,0
10684,2024,87.4,47.3,5.1,0
10684,2025,58.8,38.3,3.7,0
10685,2022,56.1,18.9,19.3,2
10685,2023,94.9,31.8,15.4,0
10685,2024,86.3,27.0,16.9,0
10685,2025,58.4,52.7,18.2,0
10686,2022,78.6,41.8,10.4,2
10686,2023,60.6,45.4,17.7,1
10686,2024,99.2,36.0,4.4,0
10686,2025,63.4,71.0,8.1,0
10687,2022,53.7,15.5,8.1,1
10687,2023,83.5,16.1,2.6,0
10687,2024,93.1,28.7,5.4,1
10687,2025,70.6,64.2,15.1,0
10688,2022,64.5,49.4,10.3,0
10688,2023,69.6,54.3,12.7,0
10688,2024,91.8,38.2,13.1,2
10688,2025,70.1,71.7,5.8,2
10689,2022,54.2,54.5,18.7,0
10689,2023,67.3,57.0,4.5,0
10689,2024,100.0,58.9,2.1,0
10689,2025,78.4,70.1,6.7,1
10690,2022,76.9,42.9,11.1,2
10690,2023,89.1,64.2,5.0,0
10690,2024,81.8,53.5,15.9,2
10690,2025,89.0,36.3,5.8,2
10691,2022,92.3,19.1,19.2,2
10691,2023,70.4,37.5,14.8,0
10691,2024,60.4,58.0,17.4,0
10691,2025,62.0,35.0,11.9,0
10692,2022,87.6,19.7,12.0,0
10692,2023,83.9,19.9,19.5,0
10692,2024,82.2,30.4,4.1,0
10692,2025,100.0,39.0,12.5,0
10693,2022,80.1,37.9,3.2,0
10693,2023,54.8,35.4,19.8,0
10693,2024,77.5,26.7,13.4,0
10693,2025,67.8,35.9,3.5,0
10694,2022,79.8,36.0,7.1,2
10694,2023,61.5,22.6,18.0,1
10694,2024,86.0,58.4,3.5,2
10694,2025,99.9,32.8,6.9,0
10695,2022,53.7,19.5,11.1,0
10695,2023,64.9,59.8,19.7,1
10695,2024,87.3,48.7,5.7,0
10695,2025,91.6,77.5,16.3,1
10696,2022,78.2,17.6,8.2,0
10696,2023,59.2,19.9,2.2,2
10696,2024,66.6,25.8,16.1,1
10696,2025,100.0,74.8,10.8,0
10697,2022,89.3,42.2,10.6,1
10697,2023,98.1,32.9,14.1,0
10697,2024,74.6,41.2,13.7,0
10697,2025,78.6,63.0,13.8,1
10698,2022,62.4,40.8,7.9,0
10698,2023,77.7,33.8,12.4,0
10698,2024,94.8,56.5,17.8,0
10698,2025,69.4,45.1,18.1,0
10699,2022,56.8,32.6,9.3,0
10699,2023,88.5,58.5,6.2,0
10699,2024,88.3,27.9,3.3,0
10699,2025,97.3,49.6,17.4,0
10700,2022,86.1,14.6,5.0,0
10700,2023,72.6,17.9,7.7,2
10700,2024,62.5,70.3,16.6,1
10700,2025,91.8,56.1,16.1,0
10701,2022,92.2,58.9,9.8,0
10701,2023,59.8,58.9,14.5,0
10701,2024,79.9,71.3,6.3,1
10701,2025,73.3,74.7,18.7,1
10702,2022,74.9,54.0,19.1,2
10702,2023,54.0,52.2,19.0,1
10702,2024,72.0,58.7,13.2,1
10702,2025,80.7,75.1,3.3,0
10703,2022,57.2,58.9,13.0,0
10703,2023,72.1,63.2,9.6,0
10703,2024,63.4,46.2,9.1,0
10703,2025,67.9,71.8,2.5,0
10704,2022,96.9,35.5,17.7,0
10704,2023,81.4,44.2,17.4,1
10704,2024,73.7,63.2,7.8,0
10704,2025,82.5,69.5,19.6,0
10705,2022,68.4,51.2,4.4,1
10705,2023,81.4,57.4,17.0,0
10705,2024,55.0,43.3,13.2,0
10705,2025,68.8,54.5,10.7,1
10706,2022,97.5,22.6,19.3,0
10706,2023,57.9,39.2,12.5,0
10706,2024,58.8,70.0,17.0,0
10706,2025,81.2,68.8,6.2,0
10707,2022,64.0,28.1,2.6,1
10707,2023,78.1,47.6,5.8,0
10707,2024,100.0,34.7,19.8,0
10707,2025,63.6,38.4,12.1,2
10708,2022,71.1,30.9,17.2,1
10708,2023,88.9,24.6,14.3,0
10708,2024,62.7,49.7,4.8,0
10708,2025,91.7,49.2,4.0,1
10709,2022,69.2,16.9,10.7,0
10709,2023,82.3,51.0,19.0,2
10709,2024,80.2,58.1,4.4,0
10709,2025,79.1,72.5,11.0,0
10710,2022,73.0,45.6,15.7,0
10710,2023,59.6,26.9,3.4,1
10710,2024,75.8,55.2,9.3,0
10710,2025,93.6,76.8,11.6,0
10711,2022,93.0,52.6,4.0,1
10711,2023,82.6,37.7,13.8,1
10711,2024,94.7,56.8,15.3,1
10711,2025,81.9,28.8,13.5,0
10712,2022,60.4,20.9,3.3,1
10712,2023,87.2,36.0,2.1,0
10712,2024,88.7,42.5,16.4,0
10712,2025,57.8,71.9,10.8,0
10713,2022,73.0,59.5,12.2,1
10713,2023,97.5,38.7,18.3,0
10713,2024,100.0,41.5,12.1,1
10713,2025,79.4,34.6,6.6,1
10714,2022,84.6,21.7,10.1,1
10714,2023,53.3,23.0,10.7,1
10714,2024,67.9,39.3,14.3,2
10714,2025,92.1,65.4,8.3,0
10715,2022,81.3,11.1,17.1,0
10715,2023,84.2,59.6,11.6,1
10715,2024,88.4,58.1,11.8,0
10715,2025,78.1,46.4,15.7,2
10716,2022,95.0,36.3,3.5,0
10716,2023,70.1,21.4,18.0,2
10716,2024,98.3,60.9,5.5,1
10716,2025,60.4,67.1,8.0,2
10717,2022,90.8,28.9,3.6,0
10717,2023,67.1,29.0,10.5,1
10717,2024,86.7,51.2,8.1,2
10717,2025,60.1,44.1,5.9,1
10718,2022,53.8,45.2,5.2,2
10718,2023,55.2,51.6,4.5,0
10718,2024,78.3,70.9,3.1,0
10718,2025,77.5,45.6,5.9,0
10719,2022,65.3,12.8,2.1,1
10719,2023,73.9,60.2,3.5,0
10719,2024,70.1,22.5,19.4,2
10719,2025,99.3,50.4,9.2,0
10720,2022,77.0,22.9,18.5,0
10720,2023,67.4,36.5,9.2,1
10720,2024,76.8,30.7,16.0,2
10720,2025,99.1,61.7,14.6,0
10721,2022,69.6,38.1,4.9,0
10721,2023,73.0,36.2,10.4,0
10721,2024,71.2,55.2,4.2,2
10721,2025,70.0,32.2,9.3,2
10722,2022,72.6,52.9,7.1,0
10722,2023,87.9,38.7,13.1,2
10722,2024,72.7,52.8,15.4,0
10722,2025,68.4,41.8,18.4,0
10723,2022,81.7,58.6,2.9,2
10723,2023,91.3,38.6,15.4,0
10723,2024,56.0,31.3,4.3,0
10723,2025,87.9,36.0,17.6,1
10724,2022,93.2,23.9,13.7,1
10724,2023,56.7,54.6,18.2,0
10724,2024,98.2,37.4,4.3,0
10724,2025,63.2,32.1,10.7,1
10725,2022,97.8,32.4,10.9,1
10725,2023,77.1,26.7,15.3,1
10725,2024,90.0,68.0,19.5,0
10725,2025,60.5,46.6,2.2,0
10726,2022,54.9,25.8,13.7,0
10726,2023,98.7,38.4,2.7,2
10726,2024,100.0,23.4,9.6,0
10726,2025,70.8,54.5,17.3,0
10727,2022,66.4,59.3,12.1,0
