Village_ID,Village_Name,District,State,Year,MGNREGA_Workers,Skill_Dev_Participants,Avg_Daily_Wage_INR,Unemployment_Rate_Pct
10711,Nashik_Village_86,Nashik,Maharashtra,2025,82,23,364,3.9
10712,Nashik_Village_87,Nashik,Maharashtra,2022,50,20,280,14.2
10712,Nashik_Village_87,Nashik,Maharashtra,2023,196,25,252,12.2
10712,Nashik_Village_87,Nashik,Maharashtra,2024,80,6,329,5.2
10712,Nashik_Village_87,Nashik,Maharashtra,2025,257,14,301,5.6
10713,Nashik_Village_88,Nashik,Maharashtra,2022,191,20,265,11.3
10713,Nashik_Village_88,Nashik,Maharashtra,2023,102,19,244,13.8
10713,Nashik_Village_88,Nashik,Maharashtra,2024,97,17,239,8.4
10713,Nashik_Village_88,Nashik,Maharashtra,2025,118,17,305,8.4
10714,Nashik_Village_89,Nashik,Maharashtra,2022,154,36,235,7.0
10714,Nashik_Village_89,Nashik,Maharashtra,2023,139,12,268,8.1
10714,Nashik_Village_89,Nashik,Maharashtra,2024,239,22,326,6.7
10714,Nashik_Village_89,Nashik,Maharashtra,2025,269,30,248,7.0
10715,Nashik_Village_90,Nashik,Maharashtra,2022,243,14,253,4.7
10715,Nashik_Village_90,Nashik,Maharashtra,2023,291,35,325,4.5
10715,Nashik_Village_90,Nashik,Maharashtra,2024,241,37,320,10.8
10715,Nashik_Village_90,Nashik,Maharashtra,2025,247,33,333,10.5
10716,Nashik_Village_91,Nashik,Maharashtra,2022,112,9,263,8.0
10716,Nashik_Village_91,Nashik,Maharashtra,2023,122,17,333,13.4
10716,Nashik_Village_91,Nashik,Maharashtra,2024,210,5,321,6.5
10716,Nashik_Village_91,Nashik,Maharashtra,2025,218,27,394,7.5
10717,Nashik_Village_92,Nashik,Maharashtra,2022,138,7,280,12.2
10717,Nashik_Village_92,Nashik,Maharashtra,2023,225,7,273,11.9
10717,Nashik_Village_92,Nashik,Maharashtra,2024,62,11,273,12.7
10717,Nashik_Village_92,Nashik,Maharashtra,2025,122,39,320,3.6
10718,Nashik_Village_93,Nashik,Maharashtra,2022,294,19,343,6.4
10718,Nashik_Village_93,Nashik,Maharashtra,2023,126,7,315,10.8
10718,Nashik_Village_93,Nashik,Maharashtra,2024,208,33,354,7.3
10718,Nashik_Village_93,Nashik,Maharashtra,2025,282,34,260,3.8
10719,Nashik_Village_94,Nashik,Maharashtra,2022,252,22,254,10.7
10719,Nashik_Village_94,Nashik,Maharashtra,2023,117,15,309,8.2
10719,Nashik_Village_94,Nashik,Maharashtra,2024,147,5,308,7.5
10719,Nashik_Village_94,Nashik,Maharashtra,2025,174,33,321,6.1
10720,Nashik_Village_95,Nashik,Maharashtra,2022,151,14,239,4.6
10720,Nashik_Village_95,Nashik,Maharashtra,2023,287,32,235,6.0
10720,Nashik_Village_95,Nashik,Maharashtra,2024,181,35,295,8.7
10720,Nashik_Village_95,Nashik,Maharashtra,2025,151,23,380,6.2
10721,Nashik_Village_96,Nashik,Maharashtra,2022,68,7,209,13.7
10721,Nashik_Village_96,Nashik,Maharashtra,2023,247,19,346,5.6
10721,Nashik_Village_96,Nashik,Maharashtra,2024,275,37,272,12.9
10721,Nashik_Village_96,Nashik,Maharashtra,2025,131,30,349,7.6
10722,Nashik_Village_97,Nashik,Maharashtra,2022,190,20,262,7.4
10722,Nashik_Village_97,Nashik,Maharashtra,2023,282,37,296,7.3
10722,Nashik_Village_97,Nashik,Maharashtra,2024,72,24,280,7.2
10722,Nashik_Village_97,Nashik,Maharashtra,2025,132,17,300,8.6
10723,Nashik_Village_98,Nashik,Maharashtra,2022,158,37,233,8.2
10723,Nashik_Village_98,Nashik,Maharashtra,2023,124,9,273,10.9
10723,Nashik_Village_98,Nashik,Maharashtra,2024,178,18,359,8.2
10723,Nashik_Village_98,Nashik,Maharashtra,2025,137,31,374,10.4
10724,Nashik_Village_99,Nashik,Maharashtra,2022,103,27,337,10.8
10724,Nashik_Village_99,Nashik,Maharashtra,2023,248,18,357,6.7
10724,Nashik_Village_99,Nashik,Maharashtra,2024,138,8,347,12.2
10724,Nashik_Village_99,Nashik,Maharashtra,2025,262,23,372,11.7
10725,Nashik_Village_100,Nashik,Maharashtra,2022,192,8,216,14.9
10725,Nashik_Village_100,Nashik,Maharashtra,2023,114,34,296,5.9
10725,Nashik_Village_100,Nashik,Maharashtra,2024,125,23,243,12.6
10725,Nashik_Village_100,Nashik,Maharashtra,2025,299,35,325,12.5
10726,Nashik_Village_101,Nashik,Maharashtra,2022,248,35,322,11.2
10726,Nashik_Village_101,Nashik,Maharashtra,2023,192,13,230,9.4
10726,Nashik_Village_101,Nashik,Maharashtra,2024,198,17,261,13.8
10726,Nashik_Village_101,Nashik,Maharashtra,2025,196,18,267,13.5
10727,Nashik_Village_102,Nashik,Maharashtra,2022,109,14,301,11.2
10727,Nashik_Village_102,Nashik,Maharashtra,2023,142,35,312,7.9
10727,Nashik_Village_102,Nashik,Maharashtra,2024,266,27,373,12.3
10727,Nashik_Village_102,Nashik,Maharashtra,2025,210,31,348,4.2
10728,Nashik_Village_103,Nashik,Maharashtra,2022,98,10,325,7.6
10728,Nashik_Village_103,Nashik,Maharashtra,2023,273,30,282,14.4
10728,Nashik_Village_103,Nashik,Maharashtra,2024,290,6,293,12.3
10728,Nashik_Village_103,Nashik,Maharashtra,2025,84,17,315,13.2
10729,Nashik_Village_104,Nashik,Maharashtra,2022,221,23,217,10.7
10729,Nashik_Village_104,Nashik,Maharashtra,2023,151,5,327,8.4
10729,Nashik_Village_104,Nashik,Maharashtra,2024,267,36,354,14.0
10729,Nashik_Village_104,Nashik,Maharashtra,2025,60,26,371,6.5
10730,Nashik_Village_105,Nashik,Maharashtra,2022,148,33,260,12.5
10730,Nashik_Village_105,Nashik,Maharashtra,2023,249,6,289,10.0
10730,Nashik_Village_105,Nashik,Maharashtra,2024,159,15,336,6.1
10730,Nashik_Village_105,Nashik,Maharashtra,2025,255,21,392,3.5
10731,Nashik_Village_106,Nashik,Maharashtra,2022,123,12,338,8.5
10731,Nashik_Village_106,Nashik,Maharashtra,2023,243,26,295,9.9
10731,Nashik_Village_106,Nashik,Maharashtra,2024,223,8,335,5.6
10731,Nashik_Village_106,Nashik,Maharashtra,2025,58,15,272,7.7
10732,Nashik_Village_107,Nashik,Maharashtra,2022,52,12,207,11.0
10732,Nashik_Village_107,Nashik,Maharashtra,2023,134,13,305,11.6
10732,Nashik_Village_107,Nashik,Maharashtra,2024,75,30,379,4.3
10732,Nashik_Village_107,Nashik,Maharashtra,2025,121,6,365,10.3
10733,Nashik_Village_108,Nashik,Maharashtra,2022,97,20,265,5.1
10733,Nashik_Village_108,Nashik,Maharashtra,2023,243,35,309,4.4
10733,Nashik_Village_108,Nashik,Maharashtra,2024,247,10,293,5.3
10733,Nashik_Village_108,Nashik,Maharashtra,2025,205,25,309,10.2
10734,Nashik_Village_109,Nashik,Maharashtra,2022,166,30,324,5.1
10734,Nashik_Village_109,Nashik,Maharashtra,2023,270,23,228,4.3
10734,Nashik_Village_109,Nashik,Maharashtra,2024,203,32,254,4.9
10734,Nashik_Village_109,Nashik,Maharashtra,2025,202,12,344,13.3
10735,Nashik_Village_110,Nashik,Maharashtra,2022,61,18,304,14.0
10735,Nashik_Village_110,Nashik,Maharashtra,2023,182,28,345,5.0
10735,Nashik_Village_110,Nashik,Maharashtra,2024,275,30,362,6.9
10735,Nashik_Village_110,Nashik,Maharashtra,2025,97,35,309,13.2
10736,Nashik_Village_111,Nashik,Maharashtra,2022,86,36,218,5.5
10736,Nashik_Village_111,Nashik,Maharashtra,2023,256,6,320,5.1
10736,Nashik_Village_111,Nashik,Maharashtra,2024,93,29,283,4.6
10736,Nashik_Village_111,Nashik,Maharashtra,2025,277,6,382,13.6
10737,Nashik_Village_112,Nashik,Maharashtra,2022,64,5,343,12.3
10737,Nashik_Village_112,Nashik,Maharashtra,2023,92,16,318,6.4
10737,Nashik_Village_112,Nashik,Maharashtra,2024,225,13,244,4.2
10737,Nashik_Village_112,Nashik,Maharashtra,2025,136,32,292,13.4
10738,Nashik_Village_113,Nashik,Maharashtra,2022,119,37,338,9.0
10738,Nashik_Village_113,Nashik,Maharashtra,2023,95,26,248,10.4
10738,Nashik_Village_113,Nashik,Maharashtra,2024,291,29,328,6.6
10738,Nashik_Village_113,Nashik,Maharashtra,2025,157,22,263,11.3
10739,Nashik_Village_114,Nashik,Maharashtra,2022,172,10,269,6.6
10739,Nashik_Village_114,Nashik,Maharashtra,2023,220,22,329,12.4
10739,Nashik_Village_114,Nashik,Maharashtra,2024,286,20,325,6.1
10739,Nashik_Village_114,Nashik,Maharashtra,2025,70,19,319,4.3
10740,Nashik_Village_115,Nashik,Maharashtra,2022,200,12,349,9.5
10740,Nashik_Village_115,Nashik,Maharashtra,2023,156,17,250,12.6
10740,Nashik_Village_115,Nashik,Maharashtra,2024,296,11,292,7.7
10740,Nashik_Village_115,Nashik,Maharashtra,2025,129,21,337,3.6
10741,Nashik_Village_116,Nashik,Maharashtra,2022,96,36,204,10.3
10741,Nashik_Village_116,Nashik,Maharashtra,2023,166,26,239,11.2
10741,Nashik_Village_116,Nashik,Maharashtra,2024,173,17,327,11.5
10741,Nashik_Village_116,Nashik,Maharashtra,2025,192,27,256,7.5
10742,Nashik_Village_117,Nashik,Maharashtra,2022,74,33,349,5.5
10742,Nashik_Village_117,Nashik,Maharashtra,2023,85,26,351,10.2
10742,Nashik_Village_117,Nashik,Maharashtra,2024,252,5,313,7.2
10742,Nashik_Village_117,Nashik,Maharashtra,2025,100,33,273,13.2
10743,Nashik_Village_118,Nashik,Maharashtra,2022,64,9,308,9.8
10743,Nashik_Village_118,Nashik,Maharashtra,2023,117,39,241,9.1
10743,Nashik_Village_118,Nashik,Maharashtra,2024,70,14,284,6.9
10743,Nashik_Village_118,Nashik,Maharashtra,2025,190,23,377,6.9
10744,Nashik_Village_119,Nashik,Maharashtra,2022,263,11,251,9.9
10744,Nashik_Village_119,Nashik,Maharashtra,2023,68,39,227,7.3
10744,Nashik_Village_119,Nashik,Maharashtra,2024,83,17,271,13.1
10744,Nashik_Village_119,Nashik,Maharashtra,2025,127,14,387,7.9
10745,Nashik_Village_120,Nashik,Maharashtra,2022,174,6,278,7.6
10745,Nashik_Village_120,Nashik,Maharashtra,2023,245,10,232,5.7
10745,Nashik_Village_120,Nashik,Maharashtra,2024,289,12,279,10.8
10745,Nashik_Village_120,Nashik,Maharashtra,2025,166,29,246,3.6
10746,Nashik_Village_121,Nashik,Maharashtra,2022,101,11,286,9.2
10746,Nashik_Village_121,Nashik,Maharashtra,2023,287,27,321,9.9
10746,Nashik_Village_121,Nashik,Maharashtra,2024,76,23,370,7.3
10746,Nashik_Village_121,Nashik,Maharashtra,2025,206,26,291,11.2
10747,Nashik_Village_122,Nashik,Maharashtra,2022,288,17,288,11.6
10747,Nashik_Village_122,Nashik,Maharashtra,2023,205,25,226,14.3
10747,Nashik_Village_122,Nashik,Maharashtra,2024,84,5,242,9.0
10747,Nashik_Village_122,Nashik,Maharashtra,2025,185,23,381,8.9
10748,Nashik_Village_123,Nashik,Maharashtra,2022,193,37,258,7.1
10748,Nashik_Village_123,Nashik,Maharashtra,2023,155,8,257,8.1
10748,Nashik_Village_123,Nashik,Maharashtra,2024,213,7,303,4.0
10748,Nashik_Village_123,Nashik,Maharashtra,2025,207,31,267,10.5
10749,Nashik_Village_124,Nashik,Maharashtra,2022,195,39,278,7.8
10749,Nashik_Village_124,Nashik,Maharashtra,2023,51,32,237,9.8
10749,Nashik_Village_124,Nashik,Maharashtra,2024,226,10,330,6.4
10749,Nashik_Village_124,Nashik,Maharashtra,2025,126,10,388,9.8
10750,Nashik_Village_125,Nashik,Maharashtra,2022,181,27,308,9.2
10750,Nashik_Village_125,Nashik,Maharashtra,2023,139,37,325,9.2
10750,Nashik_Village_125,Nashik,Maharashtra,2024,138,20,246,13.6
10750,Nashik_Village_125,Nashik,Maharashtra,2025,143,28,330,10.7
10751,Satara_Village_1,Satara,Maharashtra,2022,252,9,238,7.2
10751,Satara_Village_1,Satara,Maharashtra,2023,56,17,255,9.4
10751,Satara_Village_1,Satara,Maharashtra,2024,144,16,277,8.6
10751,Satara_Village_1,Satara,Maharashtra,2025,157,9,321,11.6
10752,Satara_Village_2,Satara,Maharashtra,2022,123,35,200,13.3
10752,Satara_Village_2,Satara,Maharashtra,2023,88,32,331,7.1
10752,Satara_Village_2,Satara,Maharashtra,2024,190,32,248,12.3
10752,Satara_Village_2,Satara,Maharashtra,2025,208,34,303,5.2
10753,Satara_Village_3,Satara,Maharashtra,2022,120,22,306,12.5
10753,Satara_Village_3,Satara,Maharashtra,2023,240,31,352,6.7
10753,Satara_Village_3,Satara,Maharashtra,2024,105,39,257,6.8
10753,Satara_Village_3,Satara,Maharashtra,2025,290,30,278,12.3
10754,Satara_Village_4,Satara,Maharashtra,2022,219,22,238,8.9
10754,Satara_Village_4,Satara,Maharashtra,2023,238,37,340,14.5
10754,Satara_Village_4,Satara,Maharashtra,2024,91,29,312,5.3
10754,Satara_Village_4,Satara,Maharashtra,2025,233,35,350,8.2
10755,Satara_Village_5,Satara,Maharashtra,2022,85,6,309,12.2
10755,Satara_Village_5,Satara,Maharashtra,2023,133,37,335,4.2
10755,Satara_Village_5,Satara,Maharashtra,2024,245,36,336,5.3
10755,Satara_Village_5,Satara,Maharashtra,2025,167,22,375,3.5
10756,Satara_Village_6,Satara,Maharashtra,2022,56,21,222,14.9
10756,Satara_Village_6,Satara,Maharashtra,2023,103,38,359,12.1
10756,Satara_Village_6,Satara,Maharashtra,2024,178,11,300,7.6
10756,Satara_Village_6,Satara,Maharashtra,2025,221,39,351,4.9
10757,Satara_Village_7,Satara,Maharashtra,2022,169,34,345,5.4
10757,Satara_Village_7,Satara,Maharashtra,2023,222,16,260,9.7
10757,Satara_Village_7,Satara,Maharashtra,2024,155,39,299,13.9
10757,Satara_Village_7,Satara,Maharashtra,2025,96,15,275,10.4
10758,Satara_Village_8,Satara,Maharashtra,2022,172,8,292,8.3
10758,Satara_Village_8,Satara,Maharashtra,2023,190,29,351,9.4
10758,Satara_Village_8,Satara,Maharashtra,2024,168,36,347,14.2
10758,Satara_Village_8,Satara,Maharashtra,2025,199,24,325,8.7
10759,Satara_Village_9,Satara,Maharashtra,2022,167,35,259,14.6
10759,Satara_Village_9,Satara,Maharashtra,2023,70,8,290,4.3
10759,Satara_Village_9,Satara,Maharashtra,2024,263,5,292,11.3
10759,Satara_Village_9,Satara,Maharashtra,2025,269,7,344,9.9
10760,Satara_Village_10,Satara,Maharashtra,2022,186,26,247,11.7
10760,Satara_Village_10,Satara,Maharashtra,2023,75,21,288,10.1
10760,Satara_Village_10,Satara,Maharashtra,2024,58,18,287,4.2
10760,Satara_Village_10,Satara,Maharashtra,2025,64,39,274,4.9
10761,Satara_Village_11,Satara,Maharashtra,2022,59,17,209,14.2
10761,Satara_Village_11,Satara,Maharashtra,2023,265,39,253,6.5
10761,Satara_Village_11,Satara,Maharashtra,2024,171,6,284,14.1
10761,Satara_Village_11,Satara,Maharashtra,2025,170,17,272,10.4
10762,Satara_Village_12,Satara,Maharashtra,2022,174,20,345,9.2
10762,Satara_Village_12,Satara,Maharashtra,2023,219,22,332,13.8
10762,Satara_Village_12,Satara,Maharashtra,2024,121,11,343,12.0
10762,Satara_Village_12,Satara,Maharashtra,2025,201,34,319,7.8
10763,Satara_Village_13,Satara,Maharashtra,2022,257,11,264,5.2
10763,Satara_Village_13,Satara,Maharashtra,2023,98,19,295,13.2
10763,Satara_Village_13,Satara,Maharashtra,2024,203,23,329,11.7
10763,Satara_Village_13,Satara,Maharashtra,2025,140,6,344,11.6
10764,Satara_Village_14,Satara,Maharashtra,2022,86,17,245,12.3
10764,Satara_Village_14,Satara,Maharashtra,2023,117,35,274,7.0
10764,Satara_Village_14,Satara,Maharashtra,2024,99,20,366,12.7
10764,Satara_Village_14,Satara,Maharashtra,2025,201,10,341,3.3
10765,Satara_Village_15,Satara,Maharashtra,2022,68,32,202,7.0
10765,Satara_Village_15,Satara,Maharashtra,2023,149,36,350,4.6
10765,Satara_Village_15,Satara,Maharashtra,2024,109,14,343,4.9
10765,Satara_Village_15,Satara,Maharashtra,2025,216,22,360,8.9
10766,Satara_Village_16,Satara,Maharashtra,2022,251,8,257,4.9
10766,Satara_Village_16,Satara,Maharashtra,2023,138,13,284,6.0
10766,Satara_Village_16,Satara,Maharashtra,2024,195,11,322,6.1
10766,Satara_Village_16,Satara,Maharashtra,2025,196,12,384,10.2
10767,Satara_Village_17,Satara,Maharashtra,2022,213,11,336,9.4
10767,Satara_Village_17,Satara,Maharashtra,2023,251,7,319,8.9
10767,Satara_Village_17,Satara,Maharashtra,2024,274,21,278,11.8
10767,Satara_Village_17,Satara,Maharashtra,2025,232,6,327,8.1
10768,Satara_Village_18,Satara,Maharashtra,2022,291,19,216,8.2
10768,Satara_Village_18,Satara,Maharashtra,2023,118,33,268,14.2
10768,Satara_Village_18,Satara,Maharashtra,2024,224,26,341,3.8
10768,Satara_Village_18,Satara,Maharashtra,2025,98,8,293,6.5
10769,Satara_Village_19,Satara,Maharashtra,2022,276,10,343,10.9
10769,Satara_Village_19,Satara,Maharashtra,2023,157,30,299,12.3
10769,Satara_Village_19,Satara,Maharashtra,2024,275,15,241,12.3
10769,Satara_Village_19,Satara,Maharashtra,2025,210,30,370,3.8
10770,Satara_Village_20,Satara,Maharashtra,2022,168,21,297,11.9
10770,Satara_Village_20,Satara,Maharashtra,2023,198,28,350,11.7
10770,Satara_Village_20,Satara,Maharashtra,2024,258,32,378,5.9
10770,Satara_Village_20,Satara,Maharashtra,2025,199,39,292,4.5
10771,Satara_Village_21,Satara,Maharashtra,2022,225,35,335,12.4
10771,Satara_Village_21,Satara,Maharashtra,2023,86,17,242,6.7
10771,Satara_Village_21,Satara,Maharashtra,2024,192,39,309,3.7
10771,Satara_Village_21,Satara,Maharashtra,2025,212,20,254,5.6
10772,Satara_Village_22,Satara,Maharashtra,2022,269,19,251,4.8
10772,Satara_Village_22,Satara,Maharashtra,2023,248,22,357,6.7
10772,Satara_Village_22,Satara,Maharashtra,2024,209,31,361,7.2
10772,Satara_Village_22,Satara,Maharashtra,2025,60,39,334,6.1
10773,Satara_Village_23,Satara,Maharashtra,2022,187,39,261,14.2
10773,Satara_Village_23,Satara,Maharashtra,2023,250,32,321,6.5
10773,Satara_Village_23,Satara,Maharashtra,2024,127,13,361,8.6
10773,Satara_Village_23,Satara,Maharashtra,2025,126,16,285,13.4
10774,Satara_Village_24,Satara,Maharashtra,2022,234,19,298,13.7
10774,Satara_Village_24,Satara,Maharashtra,2023,202,25,269,7.3
10774,Satara_Village_24,Satara,Maharashtra,2024,51,39,257,7.1
10774,Satara_Village_24,Satara,Maharashtra,2025,113,37,345,9.5
10775,Satara_Village_25,Satara,Maharashtra,2022,84,23,246,14.1
10775,Satara_Village_25,Satara,Maharashtra,2023,56,27,351,4.2
10775,Satara_Village_25,Satara,Maharashtra,2024,134,17,359,7.8
10775,Satara_Village_25,Satara,Maharashtra,2025,195,5,361,12.2
10776,Satara_Village_26,Satara,Maharashtra,2022,116,33,307,8.8
10776,Satara_Village_26,Satara,Maharashtra,2023,91,28,283,11.7
10776,Satara_Village_26,Satara,Maharashtra,2024,167,20,257,11.0
10776,Satara_Village_26,Satara,Maharashtra,2025,174,29,323,5.5
10777,Satara_Village_27,Satara,Maharashtra,2022,216,27,213,9.2
10777,Satara_Village_27,Satara,Maharashtra,2023,218,32,260,10.0
10777,Satara_Village_27,Satara,Maharashtra,2024,290,20,370,11.2
10777,Satara_Village_27,Satara,Maharashtra,2025,252,15,260,11.9
10778,Satara_Village_28,Satara,Maharashtra,2022,280,7,280,12.5
10778,Satara_Village_28,Satara,Maharashtra,2023,73,19,272,4.4
10778,Satara_Village_28,Satara,Maharashtra,2024,237,5,277,10.7
10778,Satara_Village_28,Satara,Maharashtra,2025,95,11,293,8.5
10779,Satara_Village_29,Satara,Maharashtra,2022,68,5,288,10.5
10779,Satara_Village_29,Satara,Maharashtra,2023,117,36,344,8.0
10779,Satara_Village_29,Satara,Maharashtra,2024,267,13,243,11.2
10779,Satara_Village_29,Satara,Maharashtra,2025,151,33,347,10.4
10780,Satara_Village_30,Satara,Maharashtra,2022,91,30,320,10.6
10780,Satara_Village_30,Satara,Maharashtra,2023,81,27,359,13.1
10780,Satara_Village_30,Satara,Maharashtra,2024,216,33,352,4.8
10780,Satara_Village_30,Satara,Maharashtra,2025,158,37,382,6.5
10781,Satara_Village_31,Satara,Maharashtra,2022,287,11,269,9.7
10781,Satara_Village_31,Satara,Maharashtra,2023,85,16,317,14.2
10781,Satara_Village_31,Satara,Maharashtra,2024,281,35,331,4.5
10781,Satara_Village_31,Satara,Maharashtra,2025,278,36,308,6.8
10782,Satara_Village_32,Satara,Maharashtra,2022,146,24,217,14.2
10782,Satara_Village_32,Satara,Maharashtra,2023,213,21,277,13.5
10782,Satara_Village_32,Satara,Maharashtra,2024,180,7,278,12.8
10782,Satara_Village_32,Satara,Maharashtra,2025,122,5,300,6.5
10783,Satara_Village_33,Satara,Maharashtra,2022,185,31,290,13.4
10783,Satara_Village_33,Satara,Maharashtra,2023,146,37,272,9.4
10783,Satara_Village_33,Satara,Maharashtra,2024,172,24,284,10.2
10783,Satara_Village_33,Satara,Maharashtra,2025,119,18,329,5.8
10784,Satara_Village_34,Satara,Maharashtra,2022,218,9,218,11.9
10784,Satara_Village_34,Satara,Maharashtra,2023,280,27,317,7.5
10784,Satara_Village_34,Satara,Maharashtra,2024,245,19,341,7.3
10784,Satara_Village_34,Satara,Maharashtra,2025,62,10,352,10.0
10785,Satara_Village_35,Satara,Maharashtra,2022,98,37,246,7.0
10785,Satara_Village_35,Satara,Maharashtra,2023,109,23,321,6.5
10785,Satara_Village_35,Satara,Maharashtra,2024,179,17,313,7.6
10785,Satara_Village_35,Satara,Maharashtra,2025,237,33,372,11.5
10786,Satara_Village_36,Satara,Maharashtra,2022,54,10,257,6.9
10786,Satara_Village_36,Satara,Maharashtra,2023,221,19,357,12.4
10786,Satara_Village_36,Satara,Maharashtra,2024,76,20,373,11.0
10786,Satara_Village_36,Satara,Maharashtra,2025,209,28,341,10.4
10787,Satara_Village_37,Satara,Maharashtra,2022,198,27,246,9.5
10787,Satara_Village_37,Satara,Maharashtra,2023,57,14,354,11.9
10787,Satara_Village_37,Satara,Maharashtra,2024,279,21,332,3.8
10787,Satara_Village_37,Satara,Maharashtra,2025,249,34,328,6.5
10788,Satara_Village_38,Satara,Maharashtra,2022,99,14,248,11.6
10788,Satara_Village_38,Satara,Maharashtra,2023,116,23,345,14.5
10788,Satara_Village_38,Satara,Maharashtra,2024,295,33,341,3.7
10788,Satara_Village_38,Satara,Maharashtra,2025,93,6,304,8.7
10789,Satara_Village_39,Satara,Maharashtra,2022,174,23,265,14.2
10789,Satara_Village_39,Satara,Maharashtra,2023,107,11,301,13.2
10789,Satara_Village_39,Satara,Maharashtra,2024,52,30,355,3.9
10789,Satara_Village_39,Satara,Maharashtra,2025,135,19,270,8.9
10790,Satara_Village_40,Satara,Maharashtra,2022,119,7,270,4.5
10790,Satara_Village_40,Satara,Maharashtra,2023,179,20,288,12.4
10790,Satara_Village_40,Satara,Maharashtra,2024,264,6,276,6.9
10790,Satara_Village_40,Satara,Maharashtra,2025,221,35,320,11.3
10791,Satara_Village_41,Satara,Maharashtra,2022,51,32,295,14.4
10791,Satara_Village_41,Satara,Maharashtra,2023,151,11,245,14.3
10791,Satara_Village_41,Satara,Maharashtra,2024,258,34,251,13.1
10791,Satara_Village_41,Satara,Maharashtra,2025,84,11,261,5.4
10792,Satara_Village_42,Satara,Maharashtra,2022,147,33,347,6.5
10792,Satara_Village_42,Satara,Maharashtra,2023,264,28,350,10.7
10792,Satara_Village_42,Satara,Maharashtra,2024,79,8,327,9.4
10792,Satara_Village_42,Satara,Maharashtra,2025,165,33,293,3.4
10793,Satara_Village_43,Satara,Maharashtra,2022,57,9,286,8.6
10793,Satara_Village_43,Satara,Maharashtra,2023,199,33,252,13.6
10793,Satara_Village_43,Satara,Maharashtra,2024,93,34,282,13.1
10793,Satara_Village_43,Satara,Maharashtra,2025,235,33,272,5.4
10794,Satara_Village_44,Satara,Maharashtra,2022,85,30,276,8.5
10794,Satara_Village_44,Satara,Maharashtra,2023,246,23,353,10.0
10794,Satara_Village_44,Satara,Maharashtra,2024,126,30,247,12.7
10794,Satara_Village_44,Satara,Maharashtra,2025,270,31,294,8.9
10795,Satara_Village_45,Satara,Maharashtra,2022,80,34,288,14.7
10795,Satara_Village_45,Satara,Maharashtra,2023,96,34,364,12.5
10795,Satara_Village_45,Satara,Maharashtra,2024,298,7,274,13.7
10795,Satara_Village_45,Satara,Maharashtra,2025,104,11,371,11.0
10796,Satara_Village_46,Satara,Maharashtra,2022,257,13,292,13.7
10796,Satara_Village_46,Satara,Maharashtra,2023,155,17,235,12.8
10796,Satara_Village_46,Satara,Maharashtra,2024,239,19,305,6.4
10796,Satara_Village_46,Satara,Maharashtra,2025,207,9,335,5.7
10797,Satara_Village_47,Satara,Maharashtra,2022,170,33,295,13.6
10797,Satara_Village_47,Satara,Maharashtra,2023,104,39,310,5.0
10797,Satara_Village_47,Satara,Maharashtra,2024,193,31,304,8.0
10797,Satara_Village_47,Satara,Maharashtra,2025,61,31,354,11.9
10798,Satara_Village_48,Satara,Maharashtra,2022,194,12,281,13.0
10798,Satara_Village_48,Satara,Maharashtra,2023,193,36,342,5.6
10798,Satara_Village_48,Satara,Maharashtra,2024,189,24,332,8.8
10798,Satara_Village_48,Satara,Maharashtra,2025,185,14,377,8.3
10799,Satara_Village_49,Satara,Maharashtra,2022,261,17,343,7.9
10799,Satara_Village_49,Satara,Maharashtra,2023,52,33,353,13.7
10799,Satara_Village_49,Satara,Maharashtra,2024,193,39,264,10.6
10799,Satara_Village_49,Satara,Maharashtra,2025,79,12,356,13.6
10800,Satara_Village_50,Satara,Maharashtra,2022,286,33,286,5.2
10800,Satara_Village_50,Satara,Maharashtra,2023,72,35,333,8.2
10800,Satara_Village_50,Satara,Maharashtra,2024,141,34,327,12.5
10800,Satara_Village_50,Satara,Maharashtra,2025,164,26,325,7.7
10801,Satara_Village_51,Satara,Maharashtra,2022,153,25,337,7.2
10801,Satara_Village_51,Satara,Maharashtra,2023,167,16,296,14.6
10801,Satara_Village_51,Satara,Maharashtra,2024,54,15,365,12.9
10801,Satara_Village_51,Satara,Maharashtra,2025,261,6,270,9.0
10802,Satara_Village_52,Satara,Maharashtra,2022,153,6,202,10.4
10802,Satara_Village_52,Satara,Maharashtra,2023,297,38,273,4.2
10802,Satara_Village_52,Satara,Maharashtra,2024,157,7,345,14.0
10802,Satara_Village_52,Satara,Maharashtra,2025,114,20,375,11.8
10803,Satara_Village_53,Satara,Maharashtra,2022,170,8,329,4.9
10803,Satara_Village_53,Satara,Maharashtra,2023,79,27,359,6.0
10803,Satara_Village_53,Satara,Maharashtra,2024,198,24,265,12.3
10803,Satara_Village_53,Satara,Maharashtra,2025,133,29,330,4.2
10804,Satara_Village_54,Satara,Maharashtra,2022,247,34,297,14.4
10804,Satara_Village_54,Satara,Maharashtra,2023,199,22,338,14.6
10804,Satara_Village_54,Satara,Maharashtra,2024,259,15,302,13.0
10804,Satara_Village_54,Satara,Maharashtra,2025,249,33,354,11.1
10805,Satara_Village_55,Satara,Maharashtra,2022,280,21,321,9.6
10805,Satara_Village_55,Satara,Maharashtra,2023,81,30,344,5.0
10805,Satara_Village_55,Satara,Maharashtra,2024,210,27,256,11.4
10805,Satara_Village_55,Satara,Maharashtra,2025,294,24,394,7.5
10806,Satara_Village_56,Satara,Maharashtra,2022,65,6,267,10.5
