Village_ID,Year,Primary_Schools,School_Dropout_Rate_Pct,Primary_Health_Centres,Clean_Water_Access_Pct
10547,2025,2,1.7,1,87.4
10548,2022,1,18.7,0,51.0
10548,2023,0,10.2,1,34.8
10548,2024,3,11.8,0,56.2
10548,2025,0,16.1,1,90.0
10549,2022,0,16.5,1,82.6
10549,2023,1,19.6,0,89.1
10549,2024,2,10.4,0,66.0
10549,2025,2,6.2,1,96.4
10550,2022,0,9.7,1,60.0
10550,2023,3,6.1,1,42.2
10550,2024,0,2.7,0,66.1
10550,2025,3,1.6,1,91.1
10551,2022,3,10.4,1,77.1
10551,2023,0,9.1,1,59.0
10551,2024,0,9.6,1,48.8
10551,2025,1,12.3,1,73.9
10552,2022,3,20.2,0,85.9
10552,2023,0,7.5,0,43.6
10552,2024,1,17.2,0,85.6
10552,2025,3,3.3,1,47.8
10553,2022,0,24.8,0,85.2
10553,2023,3,9.2,0,74.6
10553,2024,3,18.7,0,42.6
10553,2025,2,4.3,0,51.1
10554,2022,1,24.0,1,85.6
10554,2023,2,20.0,1,63.5
10554,2024,2,9.2,0,63.2
10554,2025,2,8.9,1,42.5
10555,2022,0,5.1,1,35.0
10555,2023,2,8.5,0,74.5
10555,2024,2,7.8,1,82.6
10555,2025,3,9.6,1,91.0
10556,2022,2,7.8,1,60.2
10556,2023,3,13.1,1,52.7
10556,2024,1,15.4,0,73.5
10556,2025,3,7.9,0,76.1
10557,2022,0,9.6,1,32.1
10557,2023,2,14.5,0,89.3
10557,2024,0,2.6,1,74.6
10557,2025,1,7.3,0,39.4
10558,2022,0,15.6,1,87.6
10558,2023,3,10.2,0,90.2
10558,2024,2,8.9,0,92.8
10558,2025,3,17.5,0,92.3
10559,2022,0,23.7,1,41.1
10559,2023,3,20.0,1,91.6
10559,2024,0,4.0,1,81.7
10559,2025,0,6.3,0,77.4
10560,2022,0,19.2,1,86.6
10560,2023,0,23.0,1,55.9
10560,2024,1,6.8,1,91.9
10560,2025,2,18.5,0,75.3
10561,2022,3,19.8,0,64.8
10561,2023,3,23.2,1,71.8
10561,2024,3,3.9,0,81.2
10561,2025,0,8.4,0,65.7
10562,2022,0,14.6,0,88.8
10562,2023,2,16.9,1,38.3
10562,2024,2,15.1,1,90.8
10562,2025,2,18.6,1,78.4
10563,2022,3,21.8,0,84.6
10563,2023,2,4.6,0,55.1
10563,2024,0,11.7,0,85.7
10563,2025,2,8.6,0,76.0
10564,2022,1,24.9,1,79.9
10564,2023,0,12.0,1,52.5
10564,2024,1,15.7,1,91.0
10564,2025,2,6.2,0,94.5
10565,2022,1,17.3,0,58.5
10565,2023,0,7.6,1,57.0
10565,2024,3,14.1,0,70.5
10565,2025,0,17.9,0,51.0
10566,2022,0,5.4,0,59.8
10566,2023,0,13.6,0,86.8
10566,2024,1,21.6,0,57.9
10566,2025,0,3.7,0,83.2
10567,2022,0,8.7,0,67.4
10567,2023,0,12.9,0,48.7
10567,2024,2,19.4,1,67.9
10567,2025,1,11.8,0,90.2
10568,2022,2,15.2,1,63.3
10568,2023,0,5.2,0,74.8
10568,2024,2,21.2,1,82.5
10568,2025,3,7.4,0,42.0
10569,2022,0,10.0,0,33.1
10569,2023,2,11.7,1,39.9
10569,2024,0,10.3,0,45.8
10569,2025,3,9.7,0,87.7
10570,2022,0,18.8,1,56.1
10570,2023,0,20.9,1,44.1
10570,2024,2,3.1,1,67.9
10570,2025,0,10.3,0,84.8
10571,2022,3,13.3,0,38.4
10571,2023,3,3.7,1,53.7
10571,2024,2,18.3,0,47.7
10571,2025,0,2.6,0,77.8
10572,2022,1,7.3,0,38.2
10572,2023,0,4.5,1,79.9
10572,2024,1,6.0,0,48.5
10572,2025,0,4.0,0,42.5
10573,2022,3,12.0,1,84.7
10573,2023,3,16.7,1,53.0
10573,2024,0,3.1,1,66.2
10573,2025,0,17.7,0,45.1
10574,2022,3,11.5,0,58.8
10574,2023,0,15.6,1,46.4
10574,2024,0,2.2,0,86.4
10574,2025,2,7.8,0,81.8
10575,2022,2,5.0,1,69.8
10575,2023,2,6.8,0,79.9
10575,2024,1,11.0,0,53.6
10575,2025,3,11.2,0,66.2
10576,2022,0,8.1,0,35.2
10576,2023,3,18.4,1,37.1
10576,2024,0,5.8,0,55.7
10576,2025,0,2.8,0,88.4
10577,2022,3,11.7,1,65.9
10577,2023,1,14.5,0,58.5
10577,2024,1,21.8,0,94.0
10577,2025,1,8.9,0,65.5
10578,2022,1,13.5,1,58.1
10578,2023,2,4.7,0,92.6
10578,2024,3,17.3,1,43.9
10578,2025,1,4.1,0,54.3
10579,2022,1,19.9,0,57.2
10579,2023,1,21.7,1,67.3
10579,2024,1,17.4,1,44.9
10579,2025,2,13.3,0,58.7
10580,2022,0,17.1,0,43.2
10580,2023,1,12.6,1,84.0
10580,2024,2,4.9,0,86.1
10580,2025,2,16.1,1,53.4
10581,2022,2,14.5,0,56.1
10581,2023,0,16.0,0,72.1
10581,2024,3,9.5,0,38.9
10581,2025,1,4.5,1,92.0
10582,2022,0,21.1,0,60.7
10582,2023,2,10.3,0,46.6
10582,2024,0,19.3,1,59.8
10582,2025,3,19.8,1,93.1
10583,2022,2,21.6,0,31.5
10583,2023,3,6.1,0,41.6
10583,2024,3,19.1,1,47.6
10583,2025,2,10.9,0,42.6
10584,2022,1,9.8,1,43.5
10584,2023,3,5.4,1,82.0
10584,2024,2,7.6,1,67.6
10584,2025,0,3.2,0,75.3
10585,2022,0,5.5,1,39.4
10585,2023,3,23.3,0,49.7
10585,2024,2,18.6,1,91.0
10585,2025,3,15.3,1,51.6
10586,2022,1,8.9,1,84.4
10586,2023,0,4.1,1,72.8
10586,2024,1,11.7,0,66.2
10586,2025,3,15.3,0,49.4
10587,2022,1,24.3,1,70.4
10587,2023,1,20.4,1,86.2
10587,2024,3,19.9,0,45.6
10587,2025,3,5.3,1,39.4
10588,2022,3,8.1,1,74.4
10588,2023,1,8.5,0,69.0
10588,2024,2,4.8,1,66.2
10588,2025,2,16.5,0,66.4
10589,2022,2,23.1,0,59.9
10589,2023,1,9.6,0,55.5
10589,2024,0,19.5,0,40.9
10589,2025,0,1.6,1,85.5
10590,2022,3,18.5,0,58.1
10590,2023,2,14.0,1,82.5
10590,2024,0,7.5,0,94.9
10590,2025,2,15.9,0,49.3
10591,2022,1,9.2,1,77.6
10591,2023,3,11.8,1,91.7
10591,2024,3,16.2,0,79.5
10591,2025,3,7.3,0,53.8
10592,2022,3,22.1,0,83.8
10592,2023,3,20.8,0,80.6
10592,2024,3,6.1,1,63.0
10592,2025,3,9.3,1,73.4
10593,2022,2,13.6,0,73.3
10593,2023,0,11.7,0,40.5
10593,2024,2,12.0,0,91.6
10593,2025,2,2.0,1,98.2
10594,2022,0,22.4,0,49.8
10594,2023,2,9.3,1,75.9
10594,2024,3,2.0,1,61.3
10594,2025,2,14.2,1,40.7
10595,2022,3,18.0,1,87.5
10595,2023,0,23.2,1,41.5
10595,2024,2,16.4,0,40.5
10595,2025,1,7.2,1,89.2
10596,2022,2,24.1,0,32.0
10596,2023,0,10.8,0,74.3
10596,2024,1,18.4,0,91.8
10596,2025,3,7.2,1,63.4
10597,2022,1,6.0,0,34.1
10597,2023,3,18.2,0,46.1
10597,2024,0,9.0,1,92.9
10597,2025,3,7.3,1,66.9
10598,2022,0,19.3,0,62.5
10598,2023,2,9.9,0,42.4
10598,2024,1,4.4,1,91.1
10598,2025,1,8.6,0,70.0
10599,2022,1,21.5,1,61.7
10599,2023,3,6.1,1,67.6
10599,2024,0,13.1,1,82.0
10599,2025,2,3.1,1,51.2
10600,2022,0,6.0,0,86.5
10600,2023,1,11.1,0,43.5
10600,2024,3,15.2,0,47.8
10600,2025,2,6.0,0,39.7
10601,2022,2,13.9,0,31.2
10601,2023,3,13.3,0,58.7
10601,2024,0,18.8,0,47.0
10601,2025,3,16.9,1,51.7
10602,2022,1,5.0,1,89.3
10602,2023,1,11.8,0,88.8
10602,2024,1,15.1,0,55.3
10602,2025,2,17.5,0,59.6
10603,2022,1,6.0,0,47.5
10603,2023,0,16.1,1,85.9
10603,2024,2,18.8,0,41.9
10603,2025,0,5.6,1,74.0
10604,2022,2,9.1,1,41.2
10604,2023,0,12.9,1,78.5
10604,2024,1,21.3,0,73.9
10604,2025,2,14.4,0,62.3
10605,2022,0,13.5,1,35.9
10605,2023,2,3.9,1,79.0
10605,2024,2,13.1,1,40.6
10605,2025,1,7.5,0,55.4
10606,2022,2,8.7,0,45.2
10606,2023,3,13.5,0,67.7
10606,2024,0,8.8,0,66.8
10606,2025,3,1.3,0,55.8
10607,2022,2,19.5,1,55.8
10607,2023,0,18.2,0,59.2
10607,2024,3,14.4,0,70.4
10607,2025,3,17.3,0,92.9
10608,2022,1,9.1,0,38.5
10608,2023,3,9.2,0,66.5
10608,2024,2,11.2,0,37.1
10608,2025,0,1.7,1,80.9
10609,2022,2,22.7,1,68.4
10609,2023,3,13.3,1,74.6
10609,2024,2,8.5,0,64.5
10609,2025,3,10.1,1,50.2
10610,2022,1,11.5,0,56.9
10610,2023,2,9.2,1,34.4
10610,2024,2,11.0,0,58.9
10610,2025,1,10.1,0,89.3
10611,2022,2,13.7,0,50.3
10611,2023,3,14.5,0,68.5
10611,2024,1,17.7,1,51.7
10611,2025,2,1.6,0,47.1
10612,2022,3,21.2,1,61.3
10612,2023,3,8.1,1,35.1
10612,2024,0,7.0,1,90.3
10612,2025,0,12.5,0,85.6
10613,2022,0,24.5,0,89.9
10613,2023,1,3.8,1,92.6
10613,2024,3,15.5,0,79.7
10613,2025,1,14.4,1,85.6
10614,2022,1,16.5,1,61.7
10614,2023,1,3.7,1,46.1
10614,2024,1,14.1,1,84.5
10614,2025,1,2.8,0,55.2
10615,2022,2,6.6,0,69.0
10615,2023,0,17.4,1,76.9
10615,2024,1,16.0,1,69.9
10615,2025,2,18.3,1,78.8
10616,2022,2,5.1,0,47.6
10616,2023,3,11.1,1,78.6
10616,2024,1,2.2,0,92.6
10616,2025,0,7.8,0,68.0
10617,2022,3,14.8,1,37.3
10617,2023,1,14.1,0,70.2
10617,2024,3,9.1,0,56.5
10617,2025,0,15.0,0,64.1
10618,2022,0,13.3,1,39.1
10618,2023,1,13.8,0,70.5
10618,2024,0,18.0,1,83.2
10618,2025,0,4.0,1,85.0
10619,2022,0,11.4,1,89.6
10619,2023,1,13.9,0,45.7
10619,2024,3,17.4,0,90.8
10619,2025,3,9.0,1,83.0
10620,2022,3,6.5,1,72.4
10620,2023,3,23.3,1,74.0
10620,2024,3,16.2,0,68.3
10620,2025,3,15.0,0,61.7
10621,2022,3,14.3,1,86.6
10621,2023,0,14.4,0,42.1
10621,2024,3,21.9,1,46.6
10621,2025,0,12.4,1,40.0
10622,2022,2,9.4,0,74.4
10622,2023,1,22.8,1,86.6
10622,2024,0,12.8,1,47.2
10622,2025,1,0.9,1,41.1
10623,2022,1,16.5,1,44.6
10623,2023,2,4.9,0,86.0
10623,2024,3,12.6,0,37.0
10623,2025,2,17.0,1,45.1
10624,2022,0,15.8,1,31.5
10624,2023,0,11.0,0,89.6
10624,2024,0,19.7,0,44.1
10624,2025,1,19.1,1,93.0
10625,2022,3,11.9,1,58.4
10625,2023,3,13.5,1,56.7
10625,2024,3,21.7,1,61.6
10625,2025,2,4.1,1,64.1
10626,2022,2,11.0,0,50.5
10626,2023,0,12.1,0,81.6
10626,2024,3,4.0,1,66.5
10626,2025,3,5.9,1,98.5
10627,2022,2,15.9,1,61.1
10627,2023,1,8.1,1,82.1
10627,2024,3,15.7,0,80.7
10627,2025,0,7.5,0,63.1
10628,2022,3,6.8,0,77.3
10628,2023,2,18.8,1,42.3
10628,2024,3,13.3,0,48.2
10628,2025,0,17.0,1,76.1
10629,2022,1,12.2,1,72.7
10629,2023,1,3.9,1,71.6
10629,2024,0,2.9,0,66.6
10629,2025,0,16.4,0,47.3
10630,2022,3,13.2,0,52.4
10630,2023,3,23.0,0,69.3
10630,2024,2,18.6,1,49.6
10630,2025,1,0.8,1,77.3
10631,2022,1,22.4,0,44.1
10631,2023,0,7.8,0,38.9
10631,2024,2,11.7,0,55.5
10631,2025,3,10.6,0,55.4
10632,2022,0,6.2,1,78.6
10632,2023,0,6.0,0,62.0
10632,2024,0,10.5,0,39.8
10632,2025,1,13.4,1,87.9
10633,2022,3,10.3,0,46.1
10633,2023,3,14.0,0,67.1
10633,2024,0,9.6,1,68.5
10633,2025,0,13.1,1,97.3
10634,2022,2,13.5,0,45.3
10634,2023,3,20.5,0,41.7
10634,2024,0,21.7,1,51.5
10634,2025,2,18.8,1,73.6
10635,2022,0,8.4,1,43.1
10635,2023,1,12.6,0,53.4
10635,2024,0,11.2,1,75.5
10635,2025,1,17.3,0,46.0
10636,2022,3,12.1,0,86.7
10636,2023,0,14.5,1,64.9
10636,2024,3,14.2,0,65.0
10636,2025,3,2.7,1,60.8
10637,2022,3,16.2,1,44.7
10637,2023,1,8.4,0,62.0
10637,2024,3,6.1,0,65.2
10637,2025,3,5.5,1,42.4
10638,2022,1,7.0,0,80.8
10638,2023,0,4.9,1,82.2
10638,2024,3,14.9,0,62.9
10638,2025,2,19.3,0,59.2
10639,2022,1,18.8,0,59.9
10639,2023,1,9.7,1,46.3
10639,2024,0,8.7,1,36.1
10639,2025,2,11.3,1,60.3
10640,2022,1,22.3,0,31.1
10640,2023,0,7.5,1,35.4
10640,2024,3,11.4,0,37.8
10640,2025,3,10.5,0,91.8
10641,2022,1,23.6,1,38.6
10641,2023,0,14.2,0,48.3
10641,2024,3,17.6,0,65.4
10641,2025,3,2.3,0,70.8
10642,2022,0,11.5,1,37.3
10642,2023,3,15.7,0,87.6
10642,2024,3,15.6,1,49.9
10642,2025,2,18.2,0,95.6
10643,2022,0,16.8,0,45.4
10643,2023,3,9.3,1,33.2
10643,2024,2,12.8,0,94.3
10643,2025,3,14.7,1,68.0
10644,2022,0,20.7,1,82.7
10644,2023,0,22.4,0,77.1
10644,2024,3,5.8,1,46.7
10644,2025,1,13.7,0,89.7
10645,2022,2,9.0,1,33.1
10645,2023,3,9.9,0,63.5
10645,2024,1,4.9,0,51.2
10645,2025,2,16.0,1,60.7
10646,2022,2,23.3,1,75.4
10646,2023,1,4.1,1,74.0
10646,2024,2,18.3,1,62.4
10646,2025,2,5.3,0,41.8
10647,2022,3,14.7,1,32.4
10647,2023,1,18.5,1,75.1
10647,2024,3,12.1,0,92.9
10647,2025,3,5.1,0,89.8
10648,2022,2,23.1,0,37.3
10648,2023,1,15.4,0,40.3
10648,2024,0,20.6,1,72.6
10648,2025,1,17.4,1,78.5
10649,2022,2,22.5,1,67.0
10649,2023,0,10.7,0,86.1
10649,2024,3,21.7,1,49.9
10649,2025,0,17.5,1,49.3
10650,2022,0,11.8,0,84.9
10650,2023,1,21.4,1,76.3
10650,2024,3,17.1,1,78.7
10650,2025,1,15.0,1,59.1
10651,2022,0,5.1,1,67.7
10651,2023,2,4.0,1,76.6
10651,2024,2,15.9,1,72.0
10651,2025,0,6.1,0,83.2
10652,2022,2,6.2,0,65.4
10652,2023,2,9.2,1,91.9
10652,2024,1,18.8,1,65.5
10652,2025,3,9.9,0,39.7
10653,2022,2,17.3,1,39.8
10653,2023,3,19.5,0,90.8
10653,2024,3,8.5,0,64.2
10653,2025,1,0.7,1,46.2
10654,2022,0,11.5,0,39.3
10654,2023,2,22.6,1,34.7
10654,2024,2,11.6,0,49.6
10654,2025,1,11.9,0,98.2
10655,2022,1,20.2,0,49.7
10655,2023,0,5.8,0,48.0
10655,2024,3,16.7,1,76.1
10655,2025,0,6.5,1,79.5
10656,2022,2,12.8,1,88.1
10656,2023,1,8.9,0,76.8
10656,2024,1,5.1,1,42.6
10656,2025,3,7.7,1,98.1
10657,2022,2,6.9,0,75.0
10657,2023,1,20.4,1,48.6
10657,2024,1,8.1,1,51.7
10657,2025,1,13.6,1,96.6
10658,2022,1,10.9,1,41.6
10658,2023,2,7.7,0,46.7
10658,2024,3,16.3,1,57.5
10658,2025,0,13.0,1,79.8
10659,2022,0,9.4,0,55.8
10659,2023,3,15.7,0,51.7
10659,2024,3,2.1,0,52.1
10659,2025,2,4.0,0,46.5
10660,2022,0,19.6,1,62.8
10660,2023,3,11.7,1,49.4
10660,2024,1,6.1,1,55.9
10660,2025,2,10.6,1,39.5
10661,2022,3,14.3,0,61.9
10661,2023,0,16.2,1,74.8
10661,2024,1,3.5,0,91.7
10661,2025,3,16.9,0,50.8
10662,2022,0,6.2,1,85.2
10662,2023,2,12.6,1,54.7
10662,2024,0,16.2,1,84.1
10662,2025,0,7.4,1,92.8
10663,2022,0,23.2,1,87.7
10663,2023,2,18.6,1,52.5
10663,2024,3,10.5,0,51.6
10663,2025,3,4.2,1,65.4
10664,2022,1,5.9,1,63.3
10664,2023,3,19.5,1,74.4
10664,2024,2,5.9,1,77.5
10664,2025,0,5.9,1,46.0
10665,2022,2,5.2,0,66.7
10665,2023,0,3.9,0,43.1
10665,2024,3,6.6,0,78.7
10665,2025,1,18.0,1,97.6
10666,2022,1,20.6,1,76.3
10666,2023,3,18.9,0,74.7
10666,2024,0,18.5,0,40.6
10666,2025,3,4.2,0,50.1
10667,2022,2,24.6,1,51.3
10667,2023,3,8.1,1,89.0
10667,2024,3,5.0,0,55.9
10667,2025,0,6.4,0,87.8
10668,2022,3,15.6,1,36.2
10668,2023,2,6.0,0,72.7
10668,2024,3,16.8,1,82.7
10668,2025,2,7.9,0,71.6
10669,2022,3,16.4,1,76.0
10669,2023,0,18.2,1,76.4
10669,2024,1,20.0,1,64.6
10669,2025,1,16.9,1,90.9
10670,2022,2,15.7,1,50.5
10670,2023,3,23.3,1,58.5
10670,2024,0,12.6,1,68.4
10670,2025,3,11.2,1,46.8
10671,2022,0,8.2,1,60.9
10671,2023,0,6.5,0,52.4
10671,2024,3,5.4,1,51.4
10671,2025,3,12.3,0,73.6
10672,2022,1,13.3,0,49.8
10672,2023,3,11.2,1,84.3
10672,2024,1,4.6,0,60.6
10672,2025,2,8.1,1,63.8
10673,2022,1,12.6,0,88.9
10673,2023,1,15.9,0,53.5
10673,2024,0,9.8,1,43.9
10673,2025,0,8.9,0,91.6
10674,2022,1,10.5,0,85.0
10674,2023,2,6.1,0,46.6
10674,2024,0,8.0,1,88.9
10674,2025,2,1.4,1,68.7
10675,2022,1,9.1,0,32.6
10675,2023,3,10.0,1,65.9
10675,2024,1,4.9,1,86.9
10675,2025,3,13.8,1,62.8
10676,2022,0,10.6,1,63.1
10676,2023,0,15.8,0,41.4
10676,2024,0,14.9,0,86.5
10676,2025,0,9.4,0,45.4
10677,2022,1,14.0,0,35.7
10677,2023,1,15.1,0,89.0
10677,2024,0,7.2,0,88.4
10677,2025,2,0.9,1,73.5
10678,2022,3,17.9,1,36.4
10678,2023,0,15.7,1,65.8
10678,2024,0,11.5,0,91.2
10678,2025,0,18.0,1,75.7
10679,2022,2,15.2,1,41.9
10679,2023,0,9.6,1,87.3
10679,2024,3,16.3,1,87.9
10679,2025,3,19.7,0,71.8
10680,2022,1,19.7,1,81.1
10680,2023,2,21.7,1,36.4
10680,2024,1,4.3,1,63.7
10680,2025,2,2.9,1,49.7
10681,2022,2,8.1,0,80.3
10681,2023,3,17.6,1,91.3
10681,2024,0,9.8,0,91.8
10681,2025,3,10.1,0,69.2
10682,2022,1,10.2,1,60.7
10682,2023,2,18.2,0,87.5
10682,2024,1,18.9,0,79.3
10682,2025,3,3.7,1,43.5
10683,2022,2,8.9,1,37.7
10683,2023,0,10.3,0,90.1
10683,2024,2,7.6,1,58.0
10683,2025,1,11.1,1,50.2
10684,2022,1,20.1,1,74.1
10684,2023,1,19.4,1,85.8
10684,2024,1,6.2,0,48.4
10684,2025,2,4.0,1,54.1
10685,2022,2,12.3,0,84.0
10685,2023,3,6.5,1,33.8
10685,2024,3,3.8,0,90.5
10685,2025,2,5.4,1,41.4
10686,2022,3,12.9,1,35.7
10686,2023,2,15.3,0,84.7
10686,2024,0,16.5,0,50.9
10686,2025,2,5.0,0,52.5
10687,2022,3,21.4,1,80.6
10687,2023,0,4.2,0,65.5
10687,2024,3,10.9,0,57.0
10687,2025,2,13.2,1,81.9
10688,2022,3,10.8,1,78.6
10688,2023,2,17.2,0,84.8
10688,2024,3,19.3,0,43.2
10688,2025,3,2.3,0,74.0
10689,2022,2,15.3,1,70.7
10689,2023,0,3.9,0,40.0
10689,2024,2,7.6,1,72.6
10689,2025,2,3.2,1,40.9
10690,2022,2,17.5,1,50.5
10690,2023,1,8.5,0,43.3
10690,2024,1,7.6,1,69.7
10690,2025,3,4.6,1,50.5
10691,2022,1,9.9,1,77.3
10691,2023,0,8.0,0,40.3
10691,2024,2,16.0,1,81.5
10691,2025,0,19.6,1,44.9
10692,2022,2,14.8,0,56.5
10692,2023,0,15.5,1,74.9
10692,2024,1,18.4,1,45.7
10692,2025,2,10.0,0,84.1
10693,2022,1,11.0,1,87.2
10693,2023,1,22.5,1,55.4
10693,2024,2,20.1,1,36.0
10693,2025,0,4.9,0,67.6
10694,2022,3,19.1,0,84.1
10694,2023,1,16.4,1,72.9
10694,2024,1,15.0,0,78.2
10694,2025,2,17.1,0,86.5
10695,2022,2,18.5,0,84.5
10695,2023,0,13.9,1,40.5
10695,2024,1,18.9,0,71.4
10695,2025,3,5.8,1,92.4
10696,2022,1,18.6,0,76.6
10696,2023,0,17.5,0,47.9
10696,2024,3,19.4,0,88.5
10696,2025,2,20.5,0,56.6
10697,2022,2,16.2,0,54.7
10697,2023,2,13.2,1,44.1
10697,2024,0,14.0,0,89.1
10697,2025,2,13.7,0,44.6
10698,2022,3,19.3,0,89.6
10698,2023,2,9.1,0,52.7
10698,2024,0,11.7,1,78.6
10698,2025,1,7.9,1,46.7
10699,2022,1,5.8,1,59.3
10699,2023,3,15.7,0,35.4
10699,2024,0,19.5,1,88.7
10699,2025,2,18.9,1,65.8
10700,2022,2,15.3,0,74.6
10700,2023,1,18.8,1,86.7
10700,2024,2,16.2,0,40.1
10700,2025,1,5.1,1,69.7
10701,2022,1,6.3,1,41.4
10701,2023,2,18.5,0,37.1
10701,2024,1,7.7,0,73.3
10701,2025,1,11.5,1,45.8
10702,2022,0,15.5,0,59.5
10702,2023,2,19.9,1,44.8
10702,2024,0,14.9,1,47.9
10702,2025,2,17.4,0,70.4
10703,2022,2,20.0,0,63.3
10703,2023,2,23.5,0,33.2
10703,2024,2,19.3,0,66.0
10703,2025,3,4.7,1,79.2
10704,2022,3,24.2,0,70.7
10704,2023,1,10.3,1,84.0
10704,2024,0,14.2,0,89.7
10704,2025,0,19.3,0,76.4
10705,2022,1,9.3,0,58.9
10705,2023,0,20.6,1,45.2
10705,2024,3,21.1,0,43.6
10705,2025,0,17.6,1,75.5
10706,2022,2,21.4,1,86.8
10706,2023,2,8.8,1,49.7
10706,2024,2,10.1,1,42.0
10706,2025,2,15.7,1,64.4
10707,2022,1,7.4,1,30.0
10707,2023,1,21.3,0,66.2
10707,2024,3,6.2,0,39.0
10707,2025,3,11.8,1,94.9
10708,2022,3,7.1,1,82.2
10708,2023,1,7.2,0,39.9
10708,2024,0,13.7,0,44.8
10708,2025,2,13.2,0,96.2
10709,2022,0,10.4,1,78.8
10709,2023,2,5.9,1,89.5
10709,2024,3,13.0,1,56.1
10709,2025,2,17.3,1,45.7
10710,2022,0,9.0,1,66.9
10710,2023,0,17.3,1,91.0
10710,2024,3,9.7,1,43.8
10710,2025,3,19.4,0,88.1
10711,2022,0,6.7,1,51.6
10711,2023,3,4.3,0,39.9
10711,2024,1,4.5,1,63.5
10711,2025,3,16.1,1,68.3
10712,2022,0,23.5,1,30.5
10712,2023,1,19.9,0,61.5
10712,2024,0,16.4,0,74.8
10712,2025,1,1.7,0,84.9
10713,2022,3,9.3,0,35.9
10713,2023,3,22.2,0,85.6
10713,2024,0,14.5,1,46.1
10713,2025,1,9.9,1,78.5
10714,2022,0,18.0,1,63.2
10714,2023,2,7.1,1,85.8
10714,2024,3,19.9,0,38.3
10714,2025,0,13.6,0,50.5
10715,2022,0,14.4,0,37.3
10715,2023,2,12.6,1,52.7
10715,2024,2,18.4,0,56.3
10715,2025,1,6.7,1,44.3
10716,2022,2,7.7,0,60.9
10716,2023,1,7.2,1,40.0
10716,2024,0,3.6,1,40.5
10716,2025,2,10.7,1,41.0
10717,2022,1,18.5,0,85.7
10717,2023,0,22.2,1,56.8
10717,2024,1,17.0,0,53.0
10717,2025,0,12.2,1,67.9
10718,2022,1,22.3,0,39.5
10718,2023,3,21.3,0,57.4
10718,2024,0,16.2,0,47.4
10718,2025,0,1.6,0,57.3
10719,2022,1,10.8,1,85.5
10719,2023,0,10.2,1,41.9
10719,2024,1,21.9,1,64.4
10719,2025,0,9.8,0,78.7
10720,2022,2,20.2,0,85.1
10720,2023,2,19.8,1,88.4
10720,2024,1,15.1,1,50.8
10720,2025,3,0.9,1,95.6
10721,2022,2,5.4,0,49.9
10721,2023,2,19.9,1,86.7
10721,2024,0,16.8,1,41.6
10721,2025,3,11.2,1,50.9
10722,2022,3,10.0,0,34.7
10722,2023,3,5.2,1,50.9
10722,2024,3,5.3,0,88.4
10722,2025,3,12.1,1,48.6
10723,2022,3,15.9,1,43.5
10723,2023,2,22.3,0,46.0
10723,2024,1,21.1,0,52.5
10723,2025,1,12.0,1,40.1
10724,2022,3,21.8,1,55.4
10724,2023,0,19.7,1,91.6
10724,2024,2,17.0,1,62.9
10724,2025,0,9.2,1,87.8
10725,2022,2,12.8,0,64.3
10725,2023,2,8.8,0,33.9
10725,2024,2,20.7,1,71.1
10725,2025,0,17.2,1,95.8
10726,2022,0,8.5,0,63.2
10726,2023,3,8.5,0,64.7
10726,2024,2,13.6,0,76.2
10726,2025,1,8.8,0,91.3
10727,2022,2,9.3,0,63.9
10727,2023,1,19.3,0,57.4
10727,2024,3,2.0,1,38.2
10727,2025,3,7.4,1,45.7
10728,2022,3,23.6,0,68.9
10728,2023,2,18.7,1,70.1
10728,2024,2,10.0,1,50.3
10728,2025,1,19.1,0,82.1
10729,2022,1,23.0,0,46.8
10729,2023,0,4.6,0,51.3
10729,2024,1,4.6,1,39.7
10729,2025,3,8.2,1,72.0
10730,2022,2,23.6,1,47.3
10730,2023,0,20.4,1,82.1
10730,2024,2,3.0,1,84.1
10730,2025,3,10.7,1,46.7
10731,2022,3,19.4,0,39.6
10731,2023,3,9.0,0,52.3
10731,2024,0,16.5,0,70.9
10731,2025,2,7.9,1,59.6
10732,2022,1,10.5,1,51.0
10732,2023,2,11.4,0,41.4
10732,2024,2,21.0,1,56.1
10732,2025,0,18.6,1,67.2
10733,2022,1,23.3,0,89.1
10733,2023,1,21.8,0,83.3
10733,2024,2,5.6,1,83.6
10733,2025,3,18.4,0,72.6
10734,2022,2,9.2,0,51.6
10734,2023,0,20.3,1,84.4
10734,2024,3,12.8,1,56.8
10734,2025,0,5.3,1,74.6
10735,2022,3,13.0,1,45.4
10735,2023,3,12.2,0,79.6
10735,2024,3,16.7,0,66.9
10735,2025,1,12.6,0,92.7
10736,2022,3,21.3,0,64.1
10736,2023,1,11.4,0,42.9
10736,2024,0,16.9,1,95.6
10736,2025,3,16.4,0,69.1
10737,2022,3,6.3,1,45.0
10737,2023,3,11.0,0,52.8
10737,2024,0,19.7,0,43.3
10737,2025,2,14.6,0,43.4
10738,2022,2,13.4,0,57.0
10738,2023,0,7.2,1,90.1
10738,2024,0,3.9,0,43.4
10738,2025,0,5.1,0,93.2
10739,2022,2,9.9,1,77.8
10739,2023,1,10.9,1,81.4
10739,2024,0,5.5,1,78.6
10739,2025,2,3.4,0,74.5
10740,2022,1,21.9,1,37.3
10740,2023,3,8.5,0,67.5
10740,2024,3,13.2,0,57.1
10740,2025,0,4.5,1,45.3
10741,2022,1,14.8,0,78.2
