Village_ID,Year,Irrigated_Area_Hectares,Crop_Yield_MT_per_Hec,Fertilizer_Usage_Tons,Tractor_Availability
10511,2022,722,3.37,21,2
10511,2023,295,2.91,65,12
10511,2024,707,4.17,21,7
10511,2025,437,2.77,98,11
10512,2022,237,2.65,62,7
10512,2023,546,2.15,17,3
10512,2024,409,2.56,67,11
10512,2025,278,2.52,33,10
10513,2022,436,1.57,70,1
10513,2023,333,1.79,10,2
10513,2024,348,4.31,98,13
10513,2025,231,4.36,87,8
10514,2022,348,1.92,79,4
10514,2023,554,3.65,54,3
10514,2024,598,4.04,18,10
10514,2025,162,2.1,10,7
10515,2022,491,1.77,82,10
10515,2023,356,3.34,33,4
10515,2024,347,2.92,69,2
10515,2025,363,4.05,91,3
10516,2022,566,3.17,57,4
10516,2023,460,1.74,48,1
10516,2024,492,3.85,27,8
10516,2025,278,2.56,61,11
10517,2022,605,2.44,11,8
10517,2023,598,3.86,45,5
10517,2024,776,4.11,57,13
10517,2025,702,2.99,97,14
10518,2022,391,1.77,44,6
10518,2023,687,3.96,79,4
10518,2024,198,4.41,90,11
10518,2025,706,4.84,81,14
10519,2022,280,2.45,51,3
10519,2023,502,2.02,83,3
10519,2024,765,4.61,89,13
10519,2025,473,3.15,47,4
10520,2022,723,1.78,35,13
10520,2023,782,3.15,40,6
10520,2024,352,2.37,61,2
10520,2025,221,3.02,69,6
10521,2022,541,2.46,17,8
10521,2023,344,4.61,70,9
10521,2024,738,3.72,44,13
10521,2025,590,3.43,43,4
10522,2022,145,3.04,19,5
10522,2023,551,3.46,49,8
10522,2024,395,4.42,61,10
10522,2025,240,2.39,21,2
10523,2022,732,3.3,36,10
10523,2023,620,2.62,28,2
10523,2024,165,3.51,66,9
10523,2025,582,3.5,99,11
10524,2022,408,1.59,63,6
10524,2023,559,3.4,24,10
10524,2024,692,3.93,46,9
10524,2025,497,2.69,70,13
10525,2022,568,1.82,27,10
10525,2023,716,2.28,53,7
10525,2024,491,3.71,93,13
10525,2025,196,3.36,30,5
10526,2022,289,4.1,38,12
10526,2023,294,2.5,24,9
10526,2024,433,2.9,95,9
10526,2025,182,3.53,96,2
10527,2022,350,2.88,77,8
10527,2023,169,3.29,97,8
10527,2024,391,2.74,73,2
10527,2025,439,2.45,23,10
10528,2022,484,3.91,46,7
10528,2023,799,1.77,63,1
10528,2024,557,2.91,68,5
10528,2025,240,2.21,68,5
10529,2022,239,3.71,94,10
10529,2023,174,2.75,64,5
10529,2024,199,1.89,52,2
10529,2025,756,2.18,61,14
10530,2022,274,2.1,48,3
10530,2023,422,4.01,86,13
10530,2024,576,4.2,28,6
10530,2025,109,4.94,65,1
10531,2022,145,2.22,99,14
10531,2023,728,1.83,45,12
10531,2024,615,2.65,61,6
10531,2025,412,2.49,53,14
10532,2022,337,3.63,55,6
10532,2023,130,4.56,49,7
10532,2024,609,2.62,89,9
10532,2025,229,2.94,62,9
10533,2022,484,2.55,66,4
10533,2023,692,4.22,28,2
10533,2024,124,3.53,87,5
10533,2025,360,4.87,53,1
10534,2022,659,3.38,29,13
10534,2023,497,3.77,53,12
10534,2024,663,2.07,52,14
10534,2025,429,4.81,16,12
10535,2022,248,3.38,51,13
10535,2023,508,3.21,71,5
10535,2024,710,2.96,11,12
10535,2025,678,2.18,95,10
10536,2022,218,1.9,86,13
10536,2023,533,1.69,55,3
10536,2024,327,4.8,47,14
10536,2025,714,4.31,10,7
10537,2022,339,3.89,56,7
10537,2023,331,3.84,22,3
10537,2024,389,3.25,69,5
10537,2025,253,2.21,90,9
10538,2022,781,1.72,73,4
10538,2023,258,4.4,77,2
10538,2024,724,1.8,64,3
10538,2025,662,4.05,40,11
10539,2022,575,3.39,23,1
10539,2023,647,3.15,94,5
10539,2024,112,4.72,95,9
10539,2025,606,2.54,14,2
10540,2022,317,3.86,63,13
10540,2023,321,3.67,62,3
10540,2024,387,4.72,46,3
10540,2025,623,4.75,66,7
10541,2022,586,1.89,12,12
10541,2023,798,2.57,86,10
10541,2024,780,4.35,20,7
10541,2025,423,2.64,51,11
10542,2022,717,2.64,64,1
10542,2023,275,3.53,47,3
10542,2024,140,3.49,33,1
10542,2025,424,3.87,18,9
10543,2022,366,3.64,22,14
10543,2023,492,3.84,95,14
10543,2024,212,4.01,27,7
10543,2025,383,4.93,19,14
10544,2022,302,2.57,21,13
10544,2023,243,1.78,56,5
10544,2024,342,2.85,92,7
10544,2025,134,4.68,92,3
10545,2022,152,1.75,19,3
10545,2023,602,3.59,10,1
10545,2024,455,3.07,66,5
10545,2025,249,4.71,80,7
10546,2022,536,4.29,20,3
10546,2023,549,4.01,62,5
10546,2024,624,2.1,13,10
10546,2025,366,2.02,70,1
10547,2022,708,1.91,94,14
10547,2023,185,2.62,95,7
10547,2024,408,2.52,19,13
10547,2025,364,3.06,96,11
10548,2022,591,1.93,14,8
10548,2023,682,3.91,70,8
10548,2024,116,4.34,85,1
10548,2025,288,3.41,39,4
10549,2022,621,4.37,66,9
10549,2023,265,2.01,42,2
10549,2024,650,2.12,46,1
10549,2025,444,2.55,91,6
10550,2022,318,4.45,77,14
10550,2023,193,2.9,32,13
10550,2024,257,4.57,79,13
10550,2025,133,2.56,16,11
10551,2022,515,4.04,28,11
10551,2023,605,2.58,24,1
10551,2024,589,4.0,95,6
10551,2025,623,4.87,41,1
10552,2022,332,4.3,88,6
10552,2023,698,4.14,68,9
10552,2024,704,1.95,79,13
10552,2025,206,3.77,79,5
10553,2022,292,4.01,15,4
10553,2023,567,2.85,85,8
10553,2024,621,3.99,75,4
10553,2025,736,2.36,98,4
10554,2022,378,2.03,13,11
10554,2023,227,3.58,79,13
10554,2024,440,3.11,66,9
10554,2025,796,2.6,70,1
10555,2022,158,2.35,65,12
10555,2023,281,3.51,23,3
10555,2024,685,3.98,92,11
10555,2025,613,2.57,16,4
10556,2022,342,4.37,63,8
10556,2023,327,1.67,91,1
10556,2024,659,3.9,67,3
10556,2025,617,2.82,70,14
10557,2022,654,2.94,81,14
10557,2023,244,3.36,37,2
10557,2024,226,3.48,94,6
10557,2025,434,4.28,64,12
10558,2022,507,3.97,83,9
10558,2023,220,1.87,62,10
10558,2024,384,3.91,92,13
10558,2025,341,3.15,53,9
10559,2022,177,3.96,37,10
10559,2023,669,3.48,55,5
10559,2024,549,1.83,58,3
10559,2025,569,3.95,76,8
10560,2022,280,4.28,36,9
10560,2023,681,1.9,90,9
10560,2024,364,3.28,88,11
10560,2025,781,3.83,48,1
10561,2022,394,2.09,95,12
10561,2023,346,3.6,93,10
10561,2024,523,1.95,36,5
10561,2025,158,4.67,44,13
10562,2022,557,3.79,56,10
10562,2023,110,4.47,61,12
10562,2024,446,3.06,78,9
10562,2025,104,2.05,75,11
10563,2022,469,2.52,50,3
10563,2023,557,3.2,59,7
10563,2024,344,4.61,54,9
10563,2025,348,4.6,29,14
10564,2022,534,3.28,80,13
10564,2023,519,3.84,45,2
10564,2024,204,4.66,81,2
10564,2025,341,4.5,79,5
10565,2022,371,3.48,33,8
10565,2023,618,3.27,45,10
10565,2024,143,3.23,14,5
10565,2025,125,4.22,93,8
10566,2022,280,3.93,29,4
10566,2023,703,2.3,62,9
10566,2024,527,3.22,49,13
10566,2025,367,4.26,59,4
10567,2022,679,3.53,83,5
10567,2023,250,3.42,76,12
10567,2024,715,2.77,44,12
10567,2025,699,3.78,73,12
10568,2022,194,3.34,46,7
10568,2023,481,2.95,54,9
10568,2024,614,4.68,47,5
10568,2025,713,3.91,96,14
10569,2022,788,4.05,94,7
10569,2023,527,2.04,36,13
10569,2024,524,4.07,74,13
10569,2025,298,3.76,82,4
10570,2022,107,2.42,12,2
10570,2023,426,2.06,68,2
10570,2024,789,2.94,39,5
10570,2025,693,3.27,25,2
10571,2022,723,1.92,38,14
10571,2023,120,3.66,79,2
10571,2024,645,2.72,87,2
10571,2025,354,4.37,83,4
10572,2022,532,3.45,97,8
10572,2023,604,2.58,33,7
10572,2024,126,2.88,16,5
10572,2025,619,4.78,58,7
10573,2022,629,4.34,72,6
10573,2023,599,2.91,55,8
10573,2024,332,3.84,57,14
10573,2025,495,4.89,34,8
10574,2022,406,4.48,52,7
10574,2023,609,1.87,64,5
10574,2024,523,3.46,43,6
10574,2025,249,4.13,74,11
10575,2022,491,2.06,37,11
10575,2023,589,4.12,50,10
10575,2024,767,3.21,38,8
10575,2025,146,3.44,41,7
10576,2022,411,2.32,78,5
10576,2023,238,2.55,43,10
10576,2024,504,2.05,68,8
10576,2025,753,4.74,70,4
10577,2022,113,2.65,61,13
10577,2023,618,2.14,72,6
10577,2024,650,2.23,35,4
10577,2025,284,3.17,86,12
10578,2022,214,3.4,21,5
10578,2023,209,3.98,31,10
10578,2024,676,4.57,82,3
10578,2025,380,3.86,65,2
10579,2022,642,2.76,15,11
10579,2023,185,2.92,45,1
10579,2024,237,3.52,83,3
10579,2025,565,3.56,68,13
10580,2022,176,3.42,68,11
10580,2023,236,3.16,77,1
10580,2024,733,1.98,61,14
10580,2025,196,3.45,77,6
10581,2022,630,1.57,86,11
10581,2023,108,2.19,89,2
10581,2024,182,2.96,60,3
10581,2025,146,3.6,99,13
10582,2022,611,2.05,77,8
10582,2023,529,2.48,35,5
10582,2024,189,2.92,82,12
10582,2025,612,2.54,50,2
10583,2022,773,4.5,84,2
10583,2023,764,4.06,14,3
10583,2024,513,4.23,62,3
10583,2025,612,3.66,47,8
10584,2022,757,4.38,62,5
10584,2023,772,3.85,97,8
10584,2024,746,2.79,65,4
10584,2025,176,3.78,28,9
10585,2022,180,3.13,74,3
10585,2023,653,3.39,78,2
10585,2024,735,4.25,96,6
10585,2025,301,3.48,62,11
10586,2022,546,3.69,28,4
10586,2023,206,2.4,75,2
10586,2024,391,4.6,57,14
10586,2025,785,2.21,75,6
10587,2022,411,4.48,82,4
10587,2023,698,3.55,27,10
10587,2024,616,3.21,89,11
10587,2025,783,2.88,48,4
10588,2022,732,2.72,82,13
10588,2023,767,4.0,60,10
10588,2024,698,2.22,32,4
10588,2025,525,2.71,42,4
10589,2022,709,1.87,69,8
10589,2023,514,2.93,68,1
10589,2024,234,2.96,35,9
10589,2025,618,3.9,26,14
10590,2022,463,4.49,62,3
10590,2023,483,4.33,87,5
10590,2024,131,4.44,86,5
10590,2025,639,3.89,95,4
10591,2022,586,2.31,52,4
10591,2023,464,2.8,57,7
10591,2024,363,2.55,91,14
10591,2025,241,2.36,29,4
10592,2022,129,2.81,44,10
10592,2023,229,4.34,42,3
10592,2024,169,4.03,90,11
10592,2025,218,4.9,85,9
10593,2022,426,2.08,11,14
10593,2023,169,3.15,43,4
10593,2024,307,4.18,85,4
10593,2025,190,3.33,99,10
10594,2022,219,2.57,41,12
10594,2023,306,4.1,30,8
10594,2024,505,3.09,14,12
10594,2025,646,4.69,37,11
10595,2022,223,2.31,96,7
10595,2023,211,4.34,57,4
10595,2024,306,2.64,78,14
10595,2025,713,2.82,79,8
10596,2022,485,2.76,92,10
10596,2023,246,3.2,49,2
10596,2024,231,3.05,15,13
10596,2025,203,4.54,23,13
10597,2022,652,3.89,76,9
10597,2023,667,2.58,20,2
10597,2024,341,3.33,48,14
10597,2025,738,3.24,50,10
10598,2022,761,1.67,33,14
10598,2023,430,3.89,52,14
10598,2024,248,2.34,91,3
10598,2025,268,4.75,83,13
10599,2022,656,2.69,35,6
10599,2023,183,3.52,38,7
10599,2024,619,4.25,11,9
10599,2025,206,2.49,39,8
10600,2022,364,3.12,83,11
10600,2023,757,2.36,85,6
10600,2024,130,3.33,93,8
10600,2025,646,3.69,66,11
10601,2022,346,2.01,68,13
10601,2023,629,3.39,28,11
10601,2024,123,3.16,63,5
10601,2025,597,3.52,79,10
10602,2022,403,4.21,32,10
10602,2023,497,3.1,92,13
10602,2024,502,3.23,42,14
10602,2025,415,3.36,75,12
10603,2022,377,3.37,88,12
10603,2023,641,2.75,20,9
10603,2024,242,4.2,99,4
10603,2025,509,2.81,27,1
10604,2022,455,2.4,74,13
10604,2023,623,3.42,41,14
10604,2024,302,2.58,13,8
10604,2025,349,2.22,95,5
10605,2022,202,2.12,45,13
10605,2023,567,4.39,66,9
10605,2024,134,1.83,42,3
10605,2025,423,2.35,23,9
10606,2022,631,3.77,57,8
10606,2023,658,4.59,46,14
10606,2024,695,3.86,14,6
10606,2025,367,4.72,59,11
10607,2022,152,4.07,70,10
10607,2023,117,3.09,95,10
10607,2024,203,2.8,78,11
10607,2025,251,3.85,47,8
10608,2022,776,3.1,55,8
10608,2023,513,1.73,24,7
10608,2024,183,4.67,46,14
10608,2025,407,3.66,36,7
10609,2022,250,4.12,10,3
10609,2023,648,3.85,38,7
10609,2024,478,2.82,81,12
10609,2025,557,4.65,16,3
10610,2022,452,3.87,38,11
10610,2023,763,2.94,40,13
10610,2024,475,4.32,47,9
10610,2025,307,2.76,17,11
10611,2022,661,3.51,46,5
10611,2023,559,1.99,68,11
10611,2024,503,4.4,88,8
10611,2025,658,4.14,63,12
10612,2022,629,1.96,67,3
10612,2023,584,1.71,35,3
10612,2024,221,2.97,57,13
10612,2025,219,3.98,20,3
10613,2022,350,2.35,32,13
10613,2023,398,4.57,43,8
10613,2024,146,4.6,42,9
10613,2025,696,3.74,90,13
10614,2022,398,2.45,11,14
10614,2023,771,4.34,70,7
10614,2024,618,4.21,13,1
10614,2025,344,2.21,21,6
10615,2022,317,2.93,38,3
10615,2023,443,4.59,51,1
10615,2024,413,3.16,92,10
10615,2025,792,4.75,66,14
10616,2022,703,4.43,59,2
10616,2023,389,2.81,75,13
10616,2024,701,4.69,16,12
10616,2025,296,2.36,66,3
10617,2022,795,1.98,55,7
10617,2023,677,2.48,31,6
10617,2024,515,3.2,20,2
10617,2025,709,2.49,42,12
10618,2022,405,2.52,63,5
10618,2023,577,1.96,29,1
10618,2024,635,3.09,14,3
10618,2025,319,4.43,77,14
10619,2022,785,3.29,23,1
10619,2023,725,4.08,12,3
10619,2024,453,2.21,91,2
10619,2025,334,3.15,67,4
10620,2022,405,1.62,36,5
10620,2023,209,2.76,13,3
10620,2024,413,3.64,76,10
10620,2025,112,3.66,73,14
10621,2022,736,1.68,95,5
10621,2023,266,1.84,51,11
10621,2024,152,2.72,38,7
10621,2025,285,4.26,89,10
10622,2022,375,1.56,44,13
10622,2023,546,3.5,28,9
10622,2024,451,2.35,88,8
10622,2025,109,4.78,78,12
10623,2022,509,2.79,40,12
10623,2023,246,1.79,52,6
10623,2024,576,3.94,82,14
10623,2025,729,3.4,86,9
10624,2022,527,4.14,30,8
10624,2023,587,3.61,74,12
10624,2024,629,3.88,86,4
10624,2025,476,4.25,43,11
10625,2022,211,2.76,70,2
10625,2023,683,4.03,45,9
10625,2024,755,1.95,89,6
10625,2025,715,4.25,83,10
10626,2022,314,3.41,50,8
10626,2023,609,3.35,43,8
10626,2024,610,2.75,34,4
10626,2025,688,2.29,66,10
10627,2022,125,3.44,74,5
10627,2023,292,3.07,85,1
10627,2024,202,2.45,31,9
10627,2025,304,2.08,69,7
10628,2022,510,3.12,63,1
10628,2023,150,2.03,31,11
10628,2024,230,4.59,70,10
10628,2025,442,2.4,75,10
10629,2022,677,1.6,54,14
10629,2023,499,2.44,81,3
10629,2024,301,2.32,78,9
10629,2025,399,4.32,73,11
10630,2022,245,2.37,19,11
10630,2023,561,2.39,76,12
10630,2024,603,4.78,20,1
10630,2025,715,2.4,37,6
10631,2022,250,1.75,14,5
10631,2023,729,2.57,21,14
10631,2024,415,3.02,53,4
10631,2025,298,4.23,99,1
10632,2022,528,4.37,38,7
10632,2023,402,3.94,87,1
10632,2024,597,3.98,45,1
10632,2025,204,4.92,44,2
10633,2022,109,3.8,17,9
10633,2023,724,2.07,25,1
10633,2024,126,3.18,52,8
10633,2025,710,3.46,78,13
10634,2022,426,2.41,25,1
10634,2023,594,2.14,65,11
10634,2024,747,3.94,50,1
10634,2025,226,2.78,86,9
10635,2022,215,3.37,17,8
10635,2023,270,2.62,63,14
10635,2024,311,3.32,99,1
10635,2025,288,2.96,14,7
10636,2022,589,2.74,18,8
10636,2023,486,3.85,75,2
10636,2024,700,4.45,80,4
10636,2025,229,3.48,39,2
10637,2022,122,3.33,90,13
10637,2023,278,4.24,74,14
10637,2024,500,2.23,39,6
10637,2025,604,2.44,56,5
10638,2022,510,2.58,97,11
10638,2023,631,2.58,40,11
10638,2024,428,4.76,69,5
10638,2025,570,3.64,84,12
10639,2022,519,3.07,89,14
10639,2023,511,3.39,18,8
10639,2024,128,4.43,85,12
10639,2025,344,2.68,63,13
10640,2022,731,3.03,70,1
10640,2023,643,2.46,73,10
10640,2024,751,4.14,89,2
10640,2025,769,4.28,15,1
10641,2022,159,4.37,54,4
10641,2023,238,2.99,74,2
10641,2024,456,2.28,86,10
10641,2025,311,4.64,46,11
10642,2022,238,4.17,99,7
10642,2023,467,2.35,82,12
10642,2024,722,2.63,26,5
10642,2025,585,2.89,34,5
10643,2022,592,2.86,59,1
10643,2023,435,4.14,80,2
10643,2024,710,2.23,40,5
10643,2025,277,4.05,41,7
10644,2022,612,2.56,57,1
10644,2023,700,2.24,92,7
10644,2024,212,2.82,26,11
10644,2025,382,3.55,70,12
10645,2022,215,4.26,66,2
10645,2023,643,3.53,66,2
10645,2024,140,3.62,79,9
10645,2025,266,2.28,98,8
10646,2022,320,1.74,42,10
10646,2023,412,2.04,28,4
10646,2024,445,2.09,24,5
10646,2025,570,3.68,44,9
10647,2022,230,2.86,58,4
10647,2023,147,1.66,45,10
10647,2024,233,2.85,63,13
10647,2025,618,2.33,45,12
10648,2022,655,4.46,62,8
10648,2023,416,3.03,69,13
10648,2024,537,3.08,83,5
10648,2025,534,3.88,53,1
10649,2022,185,2.57,42,7
10649,2023,147,3.8,53,10
10649,2024,589,4.51,64,11
10649,2025,523,3.45,83,11
10650,2022,486,2.65,53,3
10650,2023,339,3.22,60,7
10650,2024,763,3.61,95,8
10650,2025,550,4.49,60,4
10651,2022,357,2.68,96,11
10651,2023,143,1.8,16,14
10651,2024,267,3.69,94,6
10651,2025,290,4.91,10,10
10652,2022,763,4.06,22,7
10652,2023,661,3.92,82,8
10652,2024,375,2.33,57,3
10652,2025,468,4.2,93,7
10653,2022,405,1.74,56,5
10653,2023,706,3.13,56,7
10653,2024,204,2.91,19,6
10653,2025,520,4.67,35,13
10654,2022,448,1.98,59,5
10654,2023,749,4.02,56,3
10654,2024,418,1.95,53,10
10654,2025,519,4.06,10,2
10655,2022,794,2.38,72,3
10655,2023,156,4.58,26,2
10655,2024,339,3.82,26,14
10655,2025,526,2.88,48,3
10656,2022,716,2.21,52,2
10656,2023,676,3.57,85,1
10656,2024,239,2.62,50,9
10656,2025,161,2.51,24,10
10657,2022,251,3.44,10,5
10657,2023,229,3.82,67,14
10657,2024,530,2.51,63,9
10657,2025,737,3.56,84,8
10658,2022,539,3.49,14,14
10658,2023,311,4.48,71,7
10658,2024,499,4.21,91,12
10658,2025,773,3.21,91,6
10659,2022,640,4.03,96,11
10659,2023,281,2.98,80,4
10659,2024,150,2.19,55,10
10659,2025,625,2.97,99,10
10660,2022,449,3.91,74,7
10660,2023,157,4.52,37,13
10660,2024,518,4.75,93,7
10660,2025,236,3.87,50,1
10661,2022,739,2.94,32,14
10661,2023,136,2.14,41,9
10661,2024,593,2.11,67,14
10661,2025,458,3.51,48,4
10662,2022,184,3.68,91,7
10662,2023,750,2.62,42,9
10662,2024,638,3.82,67,2
10662,2025,443,3.66,98,13
10663,2022,270,4.32,41,8
10663,2023,789,2.28,59,11
10663,2024,119,3.57,60,4
10663,2025,402,3.19,86,14
10664,2022,296,2.28,28,4
10664,2023,426,2.72,12,3
10664,2024,675,2.68,26,10
10664,2025,655,3.53,52,4
10665,2022,111,3.17,38,9
10665,2023,460,4.25,53,1
10665,2024,395,4.14,61,9
10665,2025,502,2.86,37,13
10666,2022,537,4.29,93,11
10666,2023,474,4.26,43,10
10666,2024,752,3.68,89,9
10666,2025,792,2.01,63,1
10667,2022,599,2.13,11,13
10667,2023,525,4.02,26,9
10667,2024,764,3.16,93,6
10667,2025,143,2.33,27,8
10668,2022,208,2.72,37,13
10668,2023,197,2.29,37,8
10668,2024,544,4.48,61,14
10668,2025,180,4.62,25,8
10669,2022,317,2.66,42,11
10669,2023,248,2.06,94,8
10669,2024,175,2.88,14,12
10669,2025,691,2.34,54,1
10670,2022,663,2.41,46,1
10670,2023,162,3.96,91,7
10670,2024,695,2.68,61,11
10670,2025,493,3.58,73,12
10671,2022,602,1.86,71,13
10671,2023,466,2.69,14,12
10671,2024,577,1.92,20,9
10671,2025,354,3.59,95,11
10672,2022,158,2.54,96,14
10672,2023,619,4.27,99,10
10672,2024,488,2.98,12,8
10672,2025,687,3.62,60,11
10673,2022,525,4.43,69,13
10673,2023,689,3.58,75,5
10673,2024,735,3.3,66,8
10673,2025,601,2.24,26,9
10674,2022,623,3.96,12,7
10674,2023,379,3.58,12,11
10674,2024,144,2.13,49,10
10674,2025,664,2.69,89,11
10675,2022,280,3.11,85,13
10675,2023,500,1.79,72,3
10675,2024,473,3.95,60,9
10675,2025,333,2.63,10,5
10676,2022,285,2.97,60,11
10676,2023,174,2.37,13,8
10676,2024,690,3.27,90,11
10676,2025,332,2.52,92,1
10677,2022,267,3.28,13,1
10677,2023,634,4.38,56,3
10677,2024,506,4.22,48,2
10677,2025,329,2.67,93,5
10678,2022,746,2.99,58,11
10678,2023,392,2.92,66,9
10678,2024,499,4.7,48,13
10678,2025,137,4.35,77,9
10679,2022,331,1.82,26,8
10679,2023,267,2.16,24,5
10679,2024,384,3.91,37,3
10679,2025,202,2.43,25,6
10680,2022,244,4.35,15,8
10680,2023,759,4.63,41,6
10680,2024,465,4.14,90,7
10680,2025,252,2.03,34,12
10681,2022,521,2.95,48,14
10681,2023,418,2.87,26,12
10681,2024,737,4.2,55,13
10681,2025,584,2.81,88,7
10682,2022,182,2.66,62,7
10682,2023,632,1.93,60,9
10682,2024,387,2.83,27,9
10682,2025,588,4.87,29,1
10683,2022,367,4.33,96,3
10683,2023,732,3.9,14,5
10683,2024,722,4.52,71,11
10683,2025,178,2.58,21,4
10684,2022,475,3.37,90,12
10684,2023,696,3.15,39,1
10684,2024,691,3.07,92,1
10684,2025,250,2.92,25,13
10685,2022,114,4.1,11,4
10685,2023,200,3.1,85,5
10685,2024,487,3.97,12,4
10685,2025,134,4.07,17,2
10686,2022,450,1.91,46,5
10686,2023,382,1.8,62,10
10686,2024,736,4.32,64,3
10686,2025,772,3.42,97,7
10687,2022,624,3.93,58,4
10687,2023,264,2.54,98,2
10687,2024,527,4.39,68,11
10687,2025,357,4.44,69,8
10688,2022,542,2.65,98,13
10688,2023,725,2.89,87,10
10688,2024,219,2.85,55,2
10688,2025,168,2.05,72,11
10689,2022,373,3.56,88,7
10689,2023,659,2.47,41,8
10689,2024,421,4.45,75,10
10689,2025,461,4.64,94,3
10690,2022,669,3.67,13,6
10690,2023,689,2.19,38,12
10690,2024,598,2.07,58,4
10690,2025,303,4.4,32,12
10691,2022,605,4.18,12,2
10691,2023,714,2.71,63,8
10691,2024,208,2.86,30,2
10691,2025,364,3.12,89,9
10692,2022,487,3.98,53,9
10692,2023,515,3.77,29,11
10692,2024,667,2.17,66,8
10692,2025,411,3.85,78,10
10693,2022,351,1.53,99,3
10693,2023,683,3.78,80,8
10693,2024,752,4.09,61,5
10693,2025,487,4.39,89,10
10694,2022,791,3.38,26,14
10694,2023,302,2.19,75,5
10694,2024,209,4.18,21,2
10694,2025,181,4.65,67,12
10695,2022,695,3.4,86,3
10695,2023,292,2.48,14,8
10695,2024,238,2.34,89,14
10695,2025,320,2.64,81,1
10696,2022,288,1.55,65,4
10696,2023,439,1.68,55,6
10696,2024,577,2.69,81,9
10696,2025,521,4.72,27,8
10697,2022,296,3.36,53,10
10697,2023,685,2.81,52,5
10697,2024,297,1.83,89,13
10697,2025,423,4.92,99,14
10698,2022,359,2.87,95,7
10698,2023,298,4.62,88,8
10698,2024,236,3.96,86,12
10698,2025,445,2.1,31,9
10699,2022,599,4.08,69,14
10699,2023,274,3.24,94,3
10699,2024,588,3.16,72,11
10699,2025,568,4.22,33,8
10700,2022,415,3.82,74,3
10700,2023,479,4.04,38,1
10700,2024,541,4.08,10,13
10700,2025,232,3.87,10,13
10701,2022,126,3.53,82,4
10701,2023,356,4.23,30,7
10701,2024,662,3.87,87,9
10701,2025,755,2.25,37,10
10702,2022,455,3.44,27,7
10702,2023,335,2.16,61,10
10702,2024,771,1.84,75,11
10702,2025,458,2.59,97,14
10703,2022,370,1.96,71,14
10703,2023,765,1.96,28,14
10703,2024,648,2.44,11,5
10703,2025,609,3.64,79,13
10704,2022,538,1.95,64,1
10704,2023,741,2.49,88,1
10704,2024,687,4.35,66,12
10704,2025,570,4.61,20,9
10705,2022,410,2.5,25,4
10705,2023,316,4.35,94,3
10705,2024,710,3.56,71,11
10705,2025,411,2.63,36,5
10706,2022,329,3.76,31,7
10706,2023,720,4.42,12,7
10706,2024,439,3.78,12,5
10706,2025,594,2.55,30,8
10707,2022,263,1.76,52,5
10707,2023,215,2.34,79,10
10707,2024,170,2.82,98,4
10707,2025,152,2.95,46,14
10708,2022,696,3.0,65,6
10708,2023,441,3.17,48,3
10708,2024,687,3.21,29,4
10708,2025,431,2.98,74,8
10709,2022,178,1.82,44,10
10709,2023,206,2.9,52,10
10709,2024,181,4.76,99,3
10709,2025,301,3.91,30,11
10710,2022,491,2.82,19,13
10710,2023,329,1.9,54,10
10710,2024,119,2.44,12,13
10710,2025,422,3.67,52,3
10711,2022,567,2.99,61,6
10711,2023,789,1.71,50,8
10711,2024,751,2.06,50,10
10711,2025,409,3.02,86,2
10712,2022,571,1.92,18,1
10712,2023,691,4.52,55,10
10712,2024,793,1.9,25,13
10712,2025,173,4.87,56,1
10713,2022,758,3.47,37,7
10713,2023,753,2.87,37,2
10713,2024,535,3.42,84,9
10713,2025,561,3.18,20,10
10714,2022,249,3.22,38,4
10714,2023,743,2.11,65,14
10714,2024,414,2.16,85,7
10714,2025,773,3.54,81,5
10715,2022,349,1.71,66,5
10715,2023,739,2.53,62,7
10715,2024,373,4.58,83,9
10715,2025,581,4.58,68,4
10716,2022,181,3.99,44,9
10716,2023,331,3.17,61,9
10716,2024,130,1.88,45,11
10716,2025,183,2.31,86,8
10717,2022,141,4.26,67,1
10717,2023,350,4.16,11,10
10717,2024,609,2.93,37,11
10717,2025,486,4.14,94,11
10718,2022,696,4.06,79,9
10718,2023,794,3.51,72,3
10718,2024,365,4.36,61,8
10718,2025,682,2.68,69,5
10719,2022,121,2.89,99,6
10719,2023,506,3.39,45,3
10719,2024,175,3.69,91,11
10719,2025,586,4.91,71,7
10720,2022,779,4.04,52,2
10720,2023,450,1.82,48,13
10720,2024,339,2.31,14,3
10720,2025,150,3.92,99,2
10721,2022,575,2.22,84,13
10721,2023,694,2.13,59,11
10721,2024,701,3.8,25,9
10721,2025,624,3.56,92,11
10722,2022,256,3.92,61,14
10722,2023,298,2.61,78,13
10722,2024,530,2.79,80,14
10722,2025,765,2.4,12,3
10723,2022,217,3.46,98,8
10723,2023,762,3.78,19,6
10723,2024,174,2.22,60,13
10723,2025,466,2.71,78,1
10724,2022,277,1.96,41,11
10724,2023,207,3.89,14,13
10724,2024,788,2.43,52,6
10724,2025,578,2.41,92,8
10725,2022,785,1.71,21,10
10725,2023,192,4.14,40,14
10725,2024,199,2.17,90,3
10725,2025,280,2.04,31,14
10726,2022,770,1.69,68,7
10726,2023,195,2.75,61,14
10726,2024,331,3.59,56,6
10726,2025,350,3.14,95,1
10727,2022,678,2.87,58,2
10727,2023,118,4.41,65,14
10727,2024,386,4.08,99,11
10727,2025,306,2.97,40,5
10728,2022,410,1.96,68,7
10728,2023,202,3.9,79,4
10728,2024,258,3.52,85,6
